Fixed broadband subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)","Agriculture, forestry, and fishing, value added (% of GDP)","Birth rate, crude (per 1,000 people)",Population ages 65 and above (% of total population),"Death rate, crude (per 1,000 people)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Fixed telephone subscriptions (per 100 people),Arable land (% of land area),Gross savings (% of GDP),Rural population,Urban population (% of total population),Net ODA received (% of GNI),"Population, female (% of total population)","Government expenditure on education, total (% of GDP)",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Fuel exports (% of merchandise exports),"GNI, PPP (current international $)",Rural population (% of total population),"GNI per capita, PPP (current international $)"
0.95,45.2,5.44,29.0,3.89,6.99,68.13,8.36,0.99,1.26,21.84,233011.0,89.37,0.74,48.94,3.07,6.82,3.5300000000000002,31889110710.0,10.63,14550.0
0.18,52.7,19.87,34.92,2.48,7.32,89.16,62.65,1.83,10.29,15.68,946916.0,61.27,2.8,50.3,2.37,3.24,0.0,5369508408.0,38.73,2200.0
22.59,9.8,7.56,14.4,14.28,12.96,53.21,34.17,15.9,4.48,21.32,1541599.0,58.63,3.42,50.335,3.46,3.82,1.97,53871611080.0,41.37,14460.0
40.97,3.8,0.69,9.5,21.5,11.5,53.9,47.64,51.0,33.58,29.88,18809664.0,77.31,2.8,50.67,4.98,2.85,2.06,70734620622.5,22.69,57060.0
0.2,48.9,18.14,29.03,3.26,7.37,70.69,53.69,0.91,20.28,20.0,13564560.0,56.06,1.66,50.12,3.02,2.8,3.5300000000000002,162000000000.0,43.94,5250.0
54.45,15.9,6.59,11.24,19.18,8.19,58.21,38.6,50.7,10.29,21.84,0.0,100.0,2.8,50.08,4.26,4.03,3.5300000000000002,70734620622.5,0.0,14380.0
36.92,4.2,3.64,8.1,21.62,11.2,56.18,46.11,47.7,16.61,9.72,2247680.0,79.06,2.8,50.98,3.6,3.01,3.5300000000000002,314000000000.0,20.94,29290.0
24.06,15.9,18.43,14.6,8.47,8.7,41.31,0.59,14.4,10.29,21.84,7386.0,86.82,2.8,50.335,4.26,4.03,0.0,70734620622.5,13.18,14380.0
23.33,15.5,5.21,16.92,9.43,7.96,50.44,23.53,19.5,8.82,21.84,77645.0,36.27,3.01,49.86,3.56,2.53,0.02,1668484120.0,63.73,13690.0
10.905000000000001,15.9,6.59,17.02,10.23,6.21,58.86,29.63,13.2,1.85,21.84,8805.0,94.78,2.8,49.5,4.26,4.03,3.5300000000000002,70734620622.5,5.22,14380.0
10.905000000000001,25.4,9.44,23.93,4.65,5.0,64.5,42.49,14.5,14.19,14.67,8001178.0,51.05,0.56,50.47,3.13,4.25,4.18,164000000000.0,48.95,10040.0
0.01,15.9,22.94,35.93,3.41,9.94,85.38,59.51,0.0,12.62,8.34,8017536.0,36.14,5.71,50.74,2.38,5.29,3.5300000000000002,34893970154.0,63.86,2780.0
0.06,15.9,6.59,32.66,2.73,8.4,80.27,28.99,0.0,10.67,16.68,1090295.0,43.36,2.8,50.71,4.26,7.87,3.5300000000000002,3825588761.0,56.64,1990.0
10.905000000000001,30.2,19.54,20.77,5.71,7.5,53.39,5.29,13.2,2.13,21.84,576520.0,26.61,2.19,50.86,4.45,3.89,0.0,9791959058.0,73.39,12470.0
0.28,64.1,18.71,24.58,4.29,8.0,60.06,72.39,0.05,10.29,12.03,4924975.0,55.28,6.18,50.39,1.64,5.47,3.5300000000000002,35153803429.0,44.72,3190.0
3.63,18.4,11.61,21.9,3.88,4.26,56.45,31.36,5.45,9.1,19.58,4201524.0,57.1,3.0,49.46,6.06,4.21,0.31,50680961366.0,42.9,5180.0
36.34,15.9,0.06,7.2,17.32,6.4,41.57,4.76,13.2,2.86,25.73,0.0,100.0,2.8,50.335,3.33,1.31,0.12,475000000000.0,0.0,63800.0
31.51,4.3,3.49,9.6,19.14,13.4,50.8,58.03,31.5,10.29,26.74,2800601.0,71.35,2.8,52.19,4.62,3.61,2.81,300000000000.0,28.65,30660.0
39.11,2.7,3.91,12.0,14.13,6.4,49.9,18.57,35.4,1.2,26.37,21823.0,93.81,2.8,48.91,4.26,4.03,2.01,20513111282.0,6.19,58160.0
1.32,36.4,16.03,17.65,6.25,6.64,50.02,60.24,1.59,10.29,31.41,1792520.0,34.03,0.09,48.35,4.38,4.41,15.07,70734620622.5,65.97,6670.0
3.29,24.5,12.81,17.18,6.46,7.5,48.51,34.03,3.08,14.01,31.68,1792520.0,55.33,0.1,49.62,4.26,3.24,3.5300000000000002,70734620622.5,44.68,11150.0
11.39,13.9,11.13,17.23,6.52,4.72,44.14,28.92,35.4,9.6,21.84,21491720.0,74.9,0.05,49.39,3.62,8.65,3.5300000000000002,70734620622.5,25.1,15000.0
11.16,26.8,2.82,28.43,3.28,4.28,74.01,21.54,6.72,11.45,21.84,11985216.0,70.47,1.02,50.01,4.26,5.25,3.5300000000000002,481000000000.0,29.53,11850.0
29.35,3.4,0.89,12.5,13.94,6.4,53.11,65.55,37.5,6.55,33.76,1792632.0,63.17,2.8,50.47,3.38,1.41,0.73,321000000000.0,36.83,14380.0
10.905000000000001,15.9,0.41,8.94,21.29,10.05,58.51,70.7,13.2,40.53,21.84,39719.0,52.59,2.8,50.45,4.26,4.03,3.5300000000000002,70734620622.5,47.41,14380.0
28.61,3.7,1.39,20.8,11.51,5.0,66.07,29.63,37.6,17.72,26.8,673494.0,92.42,2.8,50.22,6.06,2.59,2.26,356000000000.0,7.58,40040.0
28.46,3.2,1.95,7.3,22.76,10.5,56.29,41.95,33.8,22.73,21.13,17861881.0,70.44,2.8,51.33,4.26,2.47,3.47,70734620622.5,29.56,43510.0
10.1,18.7,6.59,12.22,6.67,7.32,39.99,38.5,12.9,11.08,22.26,1246374.0,55.67,0.66,50.35,5.41,4.27,14.65,27228229359.0,44.33,9680.0
32.7,2.5,1.04,7.4,28.9,11.0,69.9,13.02,50.0,11.36,29.13,10631834.0,91.62,2.8,51.37,3.08,3.36,1.81,70734620622.5,8.38,43750.0
3.82,16.0,4.38,23.0,3.37,3.15,59.5,11.51,3.53,2.26,17.86,943584.0,90.98,5.85,48.03,2.95,3.8,1.71,94169304271.0,9.02,9000.0
13.0,10.3,4.4,21.77,7.49,7.14,56.23,80.02,16.9,11.02,27.79,7780651.0,57.43,0.05,52.03,3.15,6.65,3.5300000000000002,417000000000.0,42.57,22800.0
0.74,44.3,20.31,29.18,2.7,7.31,74.75,48.67,0.13,10.19,14.47,1792520.0,27.03,2.74,50.38,5.32,5.09,0.83,218000000000.0,72.97,4370.0
0.07,60.1,6.59,28.46,3.56,6.35,65.34,41.98,0.0,2.47,21.84,56170.0,54.06,2.8,51.38,4.26,7.2,15.16,559864886.5,45.94,4580.0
10.905000000000001,18.3,6.59,13.49,10.73,8.72,42.77,21.59,13.2,19.06,21.84,9768391.0,61.9,2.8,50.72,4.26,7.24,3.5300000000000002,70734620622.5,38.1,14380.0
41.22,3.2,1.75,6.4,14.45,5.8,37.39,16.94,50.2,14.09,35.86,9564386.0,81.46,2.8,49.98,4.46,5.45,7.93,70734620622.5,18.54,43220.0
10.905000000000001,11.9,6.53,12.09,9.02,5.51,48.88,38.6,13.2,10.29,28.64,1792520.0,62.28,4.31,50.12,4.26,4.03,3.5300000000000002,18309703085.0,37.72,10190.0
2.4,8.8,0.45,13.44,3.14,2.05,32.08,8.42,11.9,0.45,21.84,0.0,100.0,2.8,50.335,6.39,7.24,3.5300000000000002,251000000000.0,0.0,58090.0
3.95,19.0,11.68,27.1,4.05,5.2,60.72,54.07,5.22,6.72,26.58,4024399.0,36.35,5.47,50.91,5.55,5.89,7.59,29855076653.0,63.65,4720.0
0.64,46.8,15.71,23.24,4.15,6.76,56.72,9.46,20.8,5.92,21.84,4617970.0,35.0,3.39,49.58,2.34,4.7,3.5300000000000002,51055350810.0,65.0,7190.0
27.29,4.2,3.6,10.0,20.75,7.445,56.92,31.14,13.8,20.81,23.02,613959.0,68.14,2.8,50.335,4.24,3.35,5.24,58562307754.0,31.86,30390.0
10.905000000000001,14.0,3.23,16.31,8.57,4.7,55.16,65.65,14.9,13.41,21.84,678812.0,88.59,2.64,51.07,2.53,3.36,0.84,129000000000.0,11.41,21660.0
0.26,77.2,4.25,27.26,4.16,13.26,63.3,80.15,0.38,14.14,16.62,1579209.0,28.15,5.05,50.69,4.26,8.19,0.04,6841858848.0,71.85,3110.0
10.905000000000001,15.9,6.59,32.71,3.41,8.79,83.54,19.8,13.2,5.19,21.84,2388419.0,51.15,2.8,50.29,2.41,4.03,3.5300000000000002,7762959821.0,48.85,1590.0
10.905000000000001,11.9,3.66,19.28,4.78,5.25,54.32,8.72,13.2,0.98,30.89,1288951.0,80.1,0.39,49.3,4.26,5.55,3.5300000000000002,131000000000.0,19.9,20220.0
43.83,15.9,0.14,9.9,17.6,7.2,47.84,32.38,40.0,10.88,21.84,32707.0,14.34,2.8,50.34,4.26,4.03,3.5300000000000002,70734620622.5,85.66,14380.0
28.14,4.0,2.88,10.0,19.94,7.445,53.44,47.05,15.2,33.77,20.64,905487.0,67.68,2.8,50.335,3.89,3.22,14.6,98750006717.0,32.32,35250.0
36.89,2.7,0.23,10.3,14.35,7.1,43.78,51.1,45.0,24.13,20.43,54831.0,90.98,2.8,49.72,3.66,2.34,0.1,50626129448.0,9.02,14380.0
29.31,15.9,6.59,10.62,10.48,3.86,31.71,38.6,18.7,10.29,21.84,0.0,100.0,2.8,52.84,2.73,0.48,0.0,75580247223.0,0.0,14380.0
0.1,65.8,23.97,32.09,3.1,6.74,76.84,70.29,0.25,5.16,18.09,16862044.0,37.19,5.68,49.85,3.05,8.49,2.33,41100533999.0,62.81,1530.0
0.06,47.6,21.63,33.93,2.95,6.96,91.41,62.29,0.08,40.55,21.84,15256915.0,16.94,2.8,51.42,3.32,3.26,0.07,24852788661.0,83.06,1350.0
8.19,8.1,7.51,15.98,6.52,5.18,43.86,26.09,22.6,2.51,26.13,7764161.0,76.04,-0.01,48.77,4.13,4.5,15.67,70734620622.5,23.96,27350.0
10.02,7.6,5.12,15.53,4.21,2.83,35.62,21.33,3.96,13.0,21.84,294795.0,39.81,2.68,50.335,3.86,2.56,0.01,9416623731.0,60.19,19230.0
0.59,15.9,6.59,42.9,2.57,9.42,54.035,34.88,1.12,6.37,15.56,11490927.0,42.36,2.8,49.49,3.56,6.05,1.23,44617067273.0,57.64,2240.0
39.59,6.2,0.67,9.2,18.79,7.6,47.5,32.44,13.2,28.34,28.01,26112.0,94.61,2.8,48.71,4.92,1.29,3.5300000000000002,20158132347.0,5.39,41590.0
2.21,32.7,16.32,21.51,3.27,7.19,63.72,38.89,13.2,2.78,5.76,10563.0,77.03,2.8,48.84,4.26,4.03,3.5300000000000002,288469672.0,22.97,6270.0
0.3,44.6,23.66,34.18,3.37,7.25,86.59,38.53,1.38,0.44,32.71,1978535.0,53.67,6.03,51.09,4.26,3.72,3.5300000000000002,23429074662.0,46.33,5490.0
21.31,15.4,2.56,10.2,10.81,8.5,40.45,43.06,33.7,37.56,15.07,749310.0,40.79,0.45,50.56,4.67,2.08,1.1,30610033234.0,59.21,24190.0
14.74,14.7,3.3,16.47,7.67,6.86,51.2,49.65,17.4,10.24,21.5,24609311.0,80.16,0.04,51.07,4.14,2.99,6.57,70734620622.5,19.84,20470.0
10.905000000000001,27.6,22.51,21.2,4.91,5.47,58.39,7.14,13.2,2.86,21.84,85745.0,22.7,2.8,49.64,4.26,6.33,3.5300000000000002,397613501.9,77.3,3580.0
19.76,14.9,10.15,13.44,12.61,13.34,46.74,68.64,35.1,10.29,15.88,1553149.0,42.63,2.2,52.45,5.54,5.16,0.05,33659492407.0,57.37,12430.0
51.59,3.2,6.59,5.9,7.289999999999999,6.6,91.09,38.6,13.2,10.29,21.84,0.0,100.0,2.8,51.01,4.26,4.03,3.5300000000000002,70734620622.5,0.0,14380.0
9.67,16.5,11.43,23.84,4.01,5.66,54.13,72.84,11.7,0.85,22.14,998397.0,68.45,2.79,50.31,4.0,6.24,3.5300000000000002,35815075204.0,31.56,11320.0
25.83,3.4,6.73,11.7,15.17,10.5,50.21,19.09,28.1,0.68,14.9,206498.0,66.81,2.8,51.23,4.26,3.42,3.5300000000000002,13542991594.0,33.19,21770.0
4.33,20.3,11.31,18.81,6.59,5.64,51.69,68.4,6.14,17.59,27.32,13489703.0,62.45,0.65,49.66,4.96,2.94,1.17,279000000000.0,37.55,7660.0
0.24,74.8,25.54,37.75,2.58,8.34,88.09,52.66,0.22,7.18,13.59,18834813.0,35.99,2.8,50.97,5.39,4.03,3.5300000000000002,37731982368.0,64.01,1280.0
0.25,46.0,22.08,17.87,6.07,8.62,46.49,20.03,1.0,16.98,21.84,1792520.0,30.58,2.59,50.17,1.99,3.91,3.5300000000000002,284000000000.0,69.42,5390.0
2.44,43.1,7.77,29.01,3.9,8.4,67.06,47.14,5.5,0.97,11.65,1202070.0,50.03,1.21,51.7,4.26,3.45,0.58,24458424743.0,49.97,10170.0
10.905000000000001,30.1,6.59,29.69,1.88,6.57,69.23,20.0,13.2,10.29,21.84,0.0,100.0,2.8,49.05,4.26,7.71,3.5300000000000002,148678151.9,0.0,12470.0
2.82,32.8,22.33,21.03,5.86,7.04,59.44,28.75,2.85,14.75,21.84,22879487.0,19.74,4.36,52.45,3.66,5.6,0.02,112000000000.0,80.26,3920.0
42.52,4.0,1.65,9.8,18.97,8.9,53.63,54.14,33.9,30.32,30.16,1466411.0,91.49,2.8,50.35,5.36,3.16,10.74,70734620622.5,8.51,57610.0
10.905000000000001,15.9,6.59,15.0,9.72,5.7,49.12,10.07,13.2,0.33,21.84,79499.0,70.68,2.8,50.0,4.26,4.03,3.5300000000000002,70734620622.5,29.32,14380.0
33.62,5.1,5.67,11.84,15.04,6.78,52.93,39.87,21.9,1.97,19.99,659719.0,86.54,2.8,50.74,5.19,4.04,1.81,201000000000.0,13.46,40960.0
3.01,17.4,15.32,21.7,4.81,4.61,55.91,42.25,5.09,12.49,22.01,2726031.0,58.52,2.86,50.72,3.57,4.46,0.26,36083566007.0,41.48,5490.0
10.905000000000001,15.9,6.59,46.13,2.42,8.06,54.035,36.78,13.2,13.97,22.93,18868776.0,16.43,2.8,49.29,3.45,5.05,3.5300000000000002,29566091897.0,83.58,1310.0
0.04,15.9,21.2,38.25,3.01,13.24,88.33,74.87,0.07,39.99,21.84,1792520.0,50.34,0.8,49.51,4.26,6.27,3.5300000000000002,70734620622.5,49.66,5110.0
22.29,8.2,8.47,10.3,13.82,9.5,43.35,50.12,19.9,16.57,32.72,794100.0,57.96,1.4,50.11,4.26,3.25,1.7,33407585370.0,42.04,17680.0
10.905000000000001,15.9,6.59,16.200000000000003,7.11,7.445,43.07,1.17,13.2,0.17,21.84,4216.0,91.62,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,8.38,14380.0
41.53,2.5,1.81,10.4,17.09,7.7,53.2,2.7,10.6,2.2,36.69,942971.0,82.25,2.8,49.61,4.26,3.65,3.5300000000000002,388000000000.0,17.75,14380.0
9.17,10.9,1.85,19.82,2.56,2.17,34.35,4.72,12.2,0.25,27.33,711385.0,84.54,2.8,50.335,4.59,6.78,3.5300000000000002,164000000000.0,15.46,35720.0
0.95,69.4,21.65,28.59,4.05,6.84,72.13,47.94,1.29,40.42,11.88,1792520.0,36.67,0.4,49.28,2.33,4.02,2.13,70734620622.5,63.33,5060.0
10.905000000000001,23.0,3.46,14.0,8.41,7.8,40.92,9.35,13.2,0.65,7.58,3585.0,79.93,2.8,50.335,4.26,4.03,3.5300000000000002,321080979.7,20.07,17970.0
12.96,16.5,2.37,18.81,7.92,5.01,54.3,29.56,17.5,7.62,33.22,1345002.0,67.71,0.06,49.94,3.45,1.34,0.12,127000000000.0,32.29,30430.0
10.905000000000001,47.1,16.97,26.83,2.91,6.53,62.59,3.1,13.2,0.73,21.84,8100661.0,13.17,3.47,48.22,1.87,6.15,3.5300000000000002,34733080336.0,86.83,3720.0
4.99,20.1,9.95,21.66,5.92,5.57,55.22,42.3,4.71,11.92,22.55,2475204.0,61.59,0.42,49.75,3.3,3.4,3.5300000000000002,87728090200.0,38.42,13620.0
8.1,16.2,6.89,18.09,8.08,6.1,55.13,19.3,9.06,2.98,20.4,7114817.0,77.91,0.21,50.43,3.71,2.5,8.89,397000000000.0,22.09,12310.0
3.46,28.0,9.65,22.45,4.94,5.63,57.57,42.3,3.78,18.75,33.81,1792520.0,46.91,0.14,49.27,3.86,2.8,1.7,70734620622.5,53.09,9330.0
20.53,4.5,2.41,10.2,17.26,10.9,48.06,47.4,17.2,35.96,19.52,15167875.0,60.06,2.8,51.61,4.61,3.77,2.6,70734620622.5,39.94,30680.0
36.65,3.5,2.04,8.5,21.72,11.0,54.98,40.79,49.1,10.48,18.33,3577639.0,65.21,2.8,52.74,4.68,2.63,6.89,350000000000.0,34.79,34080.0
18.51,15.9,0.71,6.7,20.41,9.06,54.17,19.04,21.4,5.66,21.84,205077.0,93.58,2.8,52.51,4.26,0.56,3.5300000000000002,74270167520.0,6.42,23260.0
9.7,6.6,0.22,10.6,1.13,7.445,17.82,6.44,16.4,1.83,21.84,23932.0,99.14,2.8,50.335,4.26,6.9,3.5300000000000002,278000000000.0,0.87,14380.0
25.97,7.3,4.56,10.4,17.95,13.6,51.29,58.3,18.7,37.75,18.74,8958416.0,54.0,2.8,51.58,3.32,2.49,4.1,565000000000.0,46.0,29030.0
21.9,6.3,3.39,10.9,14.54,12.5,47.38,13.16,20.6,7.43,28.95,1792520.0,74.43,2.8,50.335,4.68,8.23,3.5300000000000002,70734620622.5,25.57,27930.0
0.06,43.4,24.62,31.16,3.01,6.23,75.93,79.0,0.1,10.29,12.07,10374959.0,17.21,2.8,51.22,3.07,4.03,0.32,25585519670.0,82.79,2040.0
0.82,17.8,9.15,28.22,4.85,5.3,75.53,19.85,13.2,4.44,36.08,171445.0,18.24,2.8,48.93,4.26,4.66,3.5300000000000002,1268070469.0,81.76,6050.0
31.45,1.7,0.02,6.8,19.09,7.1,49.53,38.33,47.8,33.08,34.6,947.0,97.23,2.8,51.32,3.56,4.03,3.5300000000000002,1712107012.0,2.77,50130.0
0.74,18.0,11.82,29.54,3.7,5.88,82.6,43.75,2.52,4.17,21.84,57479.0,72.8,2.8,50.08,5.62,4.12,0.0,832263715.1,27.2,3940.0
22.47,7.7,2.48,18.7,2.29,2.66,40.07,80.75,17.7,1.6,34.68,5657530.0,83.84,2.8,50.335,4.26,5.81,3.5300000000000002,70734620622.5,16.16,49360.0
0.82,43.7,14.99,33.96,3.16,5.58,84.28,48.61,1.9,19.11,23.06,8224798.0,47.19,4.44,50.88,5.11,3.48,15.77,52394600460.0,52.81,3360.0
22.29,5.8,6.34,9.2,20.23,7.445,52.25,39.61,37.0,29.53,18.68,3065922.0,56.09,2.23,52.04,3.58,5.28,3.5300000000000002,117000000000.0,43.91,16810.0
17.11,14.8,2.08,17.1,7.21,8.4,44.04,3.37,17.6,0.33,5.4,41907.0,56.69,2.8,50.335,4.35,2.74,0.0,2956999276.0,43.31,30560.0
10.905000000000001,15.9,6.59,33.1,3.14,9.31,77.66,54.71,0.06,21.95,21.84,4555219.0,42.06,2.8,49.92,6.99,5.52,0.14,12638570824.0,57.95,1610.0
26.51,2.5,0.03,8.8,11.26,5.0,30.67,0.92,35.5,0.78,21.84,0.0,100.0,2.8,47.73,2.86,2.47,13.12,514000000000.0,0.0,14380.0
10.905000000000001,15.9,6.59,10.1,7.61,4.0,28.13,38.6,13.2,10.29,21.84,0.0,100.0,2.8,50.335,4.26,7.51,3.5300000000000002,1616777664.0,0.0,41530.0
27.7,6.0,2.15,10.6,15.79,10.0,45.92,39.29,13.3,28.04,22.46,2520439.0,53.73,2.8,51.19,3.95,4.14,3.02,168000000000.0,46.27,30880.0
29.61,2.4,2.25,9.4,19.22,9.9,52.34,30.39,34.9,9.03,27.32,942771.0,54.54,2.8,50.04,4.93,3.66,5.21,79621394544.0,45.46,38390.0
0.21,20.8,6.59,31.22,3.46,5.05,76.81,4.29,1.05,0.82,15.09,502684.0,23.75,2.8,48.87,4.26,4.97,3.5300000000000002,1745944710.0,76.25,2650.0
10.905000000000001,15.9,6.59,44.99,2.58,11.44,54.035,70.34,0.48,1.75,21.84,8480571.0,44.97,2.8,49.87,4.26,6.37,3.5300000000000002,25105105085.0,55.03,1630.0
1.89,36.1,2.26,21.14,5.85,8.77,52.75,79.42,5.71,9.89,13.23,19291920.0,66.36,0.23,51.48,5.64,6.72,10.99,70734620622.5,33.65,13260.0
0.0,15.9,6.59,30.15,2.68,10.58,54.035,44.71,0.0,3.79,21.84,8356285.0,19.62,2.8,50.56,4.26,5.75,3.5300000000000002,70734620622.5,80.39,14380.0
32.23,3.2,2.76,7.9,19.29,9.1,51.87,52.41,42.0,23.79,22.35,9209330.0,80.32,2.8,50.97,4.18,2.77,6.56,70734620622.5,19.68,40780.0
6.94,7.6,7.59,14.81,10.07,7.04,52.23,45.45,11.1,22.17,35.12,17666251.0,18.48,-0.27,51.74,1.99,1.55,3.5300000000000002,299000000000.0,81.52,13820.0
34.85,17.2,0.92,12.94,8.39,9.83,40.55,23.08,33.2,19.23,21.84,33062.0,30.78,2.8,51.39,3.03,2.46,3.5300000000000002,1388844330.0,69.22,29080.0
18.23,17.6,1.63,11.99,8.57,7.98,38.58,16.3,20.6,4.38,21.84,144662.0,18.68,0.44,50.35,3.33,2.85,3.45,2932810808.0,81.32,16490.0
10.905000000000001,15.9,6.59,17.02,8.68,4.18,49.68,38.6,13.2,10.29,21.84,1792520.0,62.28,2.8,52.44,4.26,4.03,3.5300000000000002,70734620622.5,37.72,14380.0
23.46,13.7,7.11,13.71,10.25,8.91,49.26,17.95,19.0,5.13,21.84,50326.0,52.2,2.06,48.85,6.16,2.48,0.0,1538287353.0,47.8,14610.0
0.07,59.0,21.99,35.24,3.12,6.65,80.01,60.31,0.31,11.24,21.84,1792520.0,34.64,3.17,50.02,4.26,4.31,3.5300000000000002,175000000000.0,65.36,4170.0
12.21,18.8,10.03,18.58,6.75,6.75,52.0,0.54,14.7,0.4,21.84,201507.0,66.06,0.39,50.09,4.92,3.5,0.01,9666651250.0,33.94,16280.0
38.74,2.7,1.39,11.4,19.88,9.1,60.23,7.37,21.3,6.24,28.64,1278923.0,87.43,2.8,49.77,4.26,3.91,7.43,555000000000.0,12.57,54590.0
45.61,4.1,0.64,10.3,18.36,7.9,50.05,38.18,39.1,10.08,31.39,2231010.0,73.8,2.8,50.41,4.93,1.67,0.94,580000000000.0,26.2,14380.0
6.79,40.5,6.59,18.16,4.46,5.55,74.44,75.79,14.0,25.39,21.84,8862073.0,54.16,2.8,49.84,4.26,4.03,3.5300000000000002,65175302274.0,45.84,3370.0
10.905000000000001,34.5,19.77,28.69,3.1,5.01,65.71,35.39,13.2,6.05,34.59,6651305.0,27.13,4.49,49.71,5.39,4.36,7.37,33074065405.0,72.87,3620.0
1.5,47.9,27.87,37.53,3.1,6.18,90.46,44.14,0.22,14.83,31.71,1792520.0,33.78,4.36,50.63,3.96,6.75,0.89,150000000000.0,66.22,2670.0
12.87,9.3,8.2,9.66,12.6,7.03,41.21,44.72,8.49,32.78,31.69,1792520.0,49.95,-0.09,51.25,3.2,4.53,4.23,70734620622.5,50.05,18030.0
0.01,55.9,17.66,25.92,5.47,7.01,74.62,23.01,0.17,7.59,14.4,875998.0,30.58,2.8,49.0,4.87,2.12,0.01,6558960220.0,69.42,5200.0
0.32,68.8,19.65,33.19,2.98,8.77,78.26,70.23,0.46,10.29,16.51,4691053.0,41.7,4.78,49.76,4.09,8.51,13.03,17118607969.0,58.3,2130.0
2.39,12.0,17.07,23.63,6.09,6.89,72.3,48.61,13.9,27.78,10.07,80828.0,23.13,2.8,50.39,4.97,3.24,3.5300000000000002,714895745.4,76.87,6800.0
23.27,17.6,1.7,12.56,9.68,7.78,41.94,10.53,21.7,4.87,21.84,704445.0,53.18,2.8,50.59,3.64,4.03,3.5300000000000002,38949940544.0,46.82,25890.0
8.62,15.4,9.89,17.74,8.09,6.04,49.14,62.44,11.1,16.54,10.68,3705806.0,68.95,1.94,50.48,4.26,3.64,5.69,136000000000.0,31.06,11390.0
15.88,11.5,5.79,16.48,7.61,5.07,46.31,49.12,13.8,25.63,27.99,20235389.0,75.14,0.16,49.84,4.3,2.57,3.12,70734620622.5,24.86,27900.0
1.71,43.2,11.04,23.85,4.38,6.64,54.84,72.01,11.2,4.13,21.84,2935916.0,51.59,0.05,50.48,4.26,9.64,3.5300000000000002,91601912934.0,48.41,15100.0
10.905000000000001,6.6,6.59,13.13,9.46,7.65,36.46,1.05,13.2,1.05,21.84,2863.0,93.1,2.8,49.5,2.87,4.92,3.5300000000000002,1109068404.0,6.9,26730.0
10.905000000000001,23.3,6.59,23.51,5.67,10.11,59.13,60.0,13.2,10.29,21.84,4087.0,62.39,2.8,48.34,4.26,3.21,3.5300000000000002,68611471.86,37.61,6310.0
10.905000000000001,47.7,23.25,38.06,1.62,5.94,93.73,71.89,0.2,34.41,21.33,1792520.0,23.77,6.08,50.57,2.13,4.03,5.4,93398920363.0,76.23,2250.0
12.8,8.7,10.14,8.7,16.62,7.445,47.22,71.33,14.4,10.29,13.62,13696770.0,69.35,0.93,50.335,5.32,7.5,1.82,542000000000.0,30.65,12830.0
32.36,6.7,0.71,10.05,1.22,7.445,18.69,5.38,25.1,0.6,21.84,1231912.0,86.52,2.8,50.335,4.26,4.94,3.5300000000000002,704000000000.0,13.48,14380.0
39.83,4.4,0.57,11.0,18.32,9.2,56.81,71.72,47.2,24.96,14.25,11033746.0,83.4,2.8,50.65,5.2,2.34,9.46,70734620622.5,16.6,46450.0
33.06,6.5,0.9,11.6,15.4,8.68,52.23,44.36,32.9,17.24,19.23,1792520.0,82.26,2.8,50.46,4.9,4.62,13.53,70734620622.5,17.74,63900.0
28.79,7.7,5.73,11.61,15.03,9.86,55.09,81.08,34.0,12.29,14.43,159906.0,95.33,2.8,51.63,4.6,2.77,1.19,78135289453.0,4.67,22800.0
12.74,16.4,26.56,23.3,4.63,4.7,50.88,57.92,10.7,9.12,35.45,16320520.0,50.48,1.95,49.98,4.84,8.59,3.5300000000000002,244000000000.0,49.52,7400.0
10.905000000000001,20.0,21.22,30.89,3.7,5.74,77.13,15.34,1.46,1.64,34.44,222159.0,25.27,2.8,49.68,4.26,4.35,3.5300000000000002,949022070.8,74.73,3190.0
8.74,24.2,6.59,17.83,7.21,6.86,55.3,24.38,18.6,2.95,21.84,3517041.0,88.21,2.8,50.36,4.26,6.08,3.5300000000000002,70734620622.5,11.79,14380.0
13.5,21.3,12.31,15.87,7.76,6.66,44.46,38.73,4.46,22.18,30.93,1792520.0,35.92,0.56,50.63,3.15,3.9,1.61,70734620622.5,64.08,9630.0
10.905000000000001,15.9,6.59,12.6,18.78,7.9,61.63,9.43,13.2,2.57,21.84,4579.0,95.72,2.8,52.81,4.26,4.03,3.5300000000000002,70734620622.5,4.28,14380.0
7.51,16.5,7.36,30.13,3.29,3.32,76.25,71.23,9.68,9.02,15.45,1089088.0,76.16,2.8,50.19,4.26,2.55,0.07,33264091846.0,23.84,7280.0
1.13,47.2,28.75,32.31,2.75,6.63,77.2,44.42,13.2,2.21,21.84,19508253.0,36.64,2.8,49.4,4.26,2.24,3.5300000000000002,70734620622.5,63.36,14380.0
0.4,64.0,3.34,36.04,1.69,6.75,85.84,32.07,0.56,5.11,21.84,10073534.0,43.52,3.86,50.69,4.74,7.69,1.02,60913357348.0,56.48,3420.0
1.35,53.4,7.32,32.07,3.29,7.97,82.12,41.88,1.79,10.34,13.92,10204026.0,32.21,2.38,50.335,2.05,4.03,1.01,38485461826.0,67.79,2560.0
