Fixed broadband subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)","Agriculture, forestry, and fishing, value added (% of GDP)","Birth rate, crude (per 1,000 people)",Population ages 65 and above (% of total population),"Death rate, crude (per 1,000 people)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Fixed telephone subscriptions (per 100 people),Arable land (% of land area),Gross savings (% of GDP),Rural population,Urban population (% of total population),Net ODA received (% of GNI),"Population, female (% of total population)","Government expenditure on education, total (% of GDP)",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Fuel exports (% of merchandise exports),"GNI, PPP (current international $)",Rural population (% of total population),"GNI per capita, PPP (current international $)"
0.88,67.3,20.68,28.28,4.12,6.77,71.51,47.12,1.2,39.6,11.37,1792520.0,36.91,0.64,49.39,2.21,3.83,1.6,70734620622.5,63.09,5120.0
10.905000000000001,23.2,3.39,11.2,8.79,10.2,41.95,9.35,44.9,0.65,21.84,3499.0,80.47,2.8,50.335,4.26,4.03,3.5300000000000002,335774760.4,19.53,18740.0
12.65,15.8,2.36,18.23,8.14,5.12,54.13,29.43,15.3,7.62,30.93,1351913.0,68.06,0.11,49.95,3.09,1.48,0.17,131000000000.0,31.94,30900.0
0.21,45.6,16.98,26.37,2.97,6.47,61.86,3.1,1.73,0.73,21.84,8278107.0,13.25,2.82,48.27,4.26,6.12,3.5300000000000002,36311391861.0,86.75,3810.0
6.33,19.4,9.67,21.28,6.04,5.64,54.96,42.31,4.19,11.92,21.11,2489311.0,61.88,0.35,49.76,3.49,3.39,3.5300000000000002,89370904879.0,38.12,13690.0
7.39,16.0,6.85,18.04,8.16,6.01,54.32,19.12,7.6,2.8,20.71,7188973.0,78.1,0.21,50.44,3.82,2.54,6.87,424000000000.0,21.9,12920.0
5.7,28.0,8.82,22.25,5.07,5.61,57.1,42.38,3.84,18.75,31.76,1792520.0,47.15,0.21,49.26,3.41,2.66,1.48,70734620622.5,52.85,9860.0
20.5,4.4,2.37,9.9,17.83,10.8,49.53,47.44,15.8,36.11,20.26,15172143.0,60.04,2.8,51.61,4.68,3.48,2.24,70734620622.5,39.96,34010.0
38.36,3.5,2.09,8.4,22.02,10.9,55.4,43.13,49.2,10.89,18.39,3521605.0,65.76,2.8,52.79,4.63,2.53,6.09,379000000000.0,34.24,36860.0
18.55,15.9,0.68,6.4,21.08,9.19,54.69,19.04,20.9,5.66,21.84,205163.0,93.58,2.8,52.6,4.26,0.62,3.5300000000000002,80518631938.0,6.42,25210.0
10.17,6.2,0.26,10.74,1.17,7.445,18.71,6.44,16.5,1.83,21.84,22795.0,99.19,2.8,50.335,2.8,6.82,3.5300000000000002,277000000000.0,0.81,14380.0
27.06,6.8,4.42,10.3,18.33,13.4,52.29,60.09,17.3,38.97,19.42,8894686.0,54.08,2.8,51.59,3.57,2.37,3.78,641000000000.0,45.92,33070.0
22.42,5.8,3.53,10.1,14.91,12.3,48.3,13.16,18.9,7.43,26.54,1792520.0,74.59,2.8,50.335,3.7,8.06,3.5300000000000002,70734620622.5,25.41,29990.0
0.07,42.0,23.56,30.78,3.05,6.14,74.86,77.18,0.09,10.29,14.96,10612900.0,17.31,2.8,51.18,3.24,3.72,1.91,28841852803.0,82.69,2250.0
0.81,20.3,9.1,27.9,4.93,5.5,75.45,17.77,2.86,4.06,35.6,173643.0,18.06,2.8,48.96,4.4,4.85,3.5300000000000002,1338293410.0,81.94,6320.0
31.98,1.6,0.02,6.7,19.38,7.2,49.4,38.33,46.2,33.08,35.53,900.0,97.37,2.8,51.28,3.38,4.03,3.5300000000000002,1822926993.0,2.63,53340.0
0.77,16.9,11.93,28.92,3.77,5.88,81.5,43.75,2.24,4.17,21.84,56658.0,73.6,2.8,50.08,5.9,4.18,3.5300000000000002,992344496.2,26.4,4620.0
22.32,7.3,2.56,18.45,2.29,2.66,39.43,80.76,17.6,1.6,32.88,5709090.0,84.07,2.8,50.335,4.26,5.76,3.5300000000000002,70734620622.5,15.94,47610.0
0.93,41.8,14.9,33.47,3.17,5.41,83.51,48.8,1.27,19.3,24.02,8375929.0,47.65,6.31,50.87,5.04,3.72,19.91,58098880446.0,52.35,3630.0
23.44,5.7,5.95,9.3,20.54,7.445,52.92,39.56,37.0,29.49,18.28,3037846.0,56.26,1.16,52.05,3.62,5.03,3.5300000000000002,129000000000.0,43.74,18620.0
22.93,14.8,2.13,16.4,7.4,8.1,44.35,3.37,17.1,0.33,9.05,41863.0,57.12,2.8,50.335,4.05,2.58,0.0,3207157759.0,42.88,32850.0
0.0,15.9,6.59,32.55,3.15,9.07,76.42,54.71,0.01,21.95,21.84,4628214.0,42.48,2.8,49.91,4.26,5.26,3.5300000000000002,12900505425.0,57.52,1600.0
26.53,2.4,0.03,8.8,12.2,5.0,32.28,0.92,33.7,0.78,21.84,0.0,100.0,2.8,47.73,2.73,2.61,12.26,532000000000.0,0.0,14380.0
10.905000000000001,15.9,6.59,9.6,8.26,4.7,27.56,38.6,13.2,10.29,21.84,0.0,100.0,2.8,50.335,4.26,6.94,3.5300000000000002,1780957399.0,0.0,44920.0
29.18,5.9,1.73,10.5,16.32,9.8,47.28,39.21,12.4,28.06,20.54,2523688.0,53.73,2.8,51.17,4.27,3.98,2.91,181000000000.0,46.27,33130.0
30.14,2.4,2.02,9.3,19.69,9.9,53.56,30.41,33.9,9.0,26.58,943491.0,54.82,2.8,49.92,4.89,3.48,5.3,87910340468.0,45.18,42090.0
0.14,20.1,6.59,30.76,3.46,4.99,76.2,4.29,0.98,0.82,13.12,511577.0,24.21,2.8,48.88,4.26,4.93,3.5300000000000002,1810861607.0,75.79,2680.0
0.61,15.9,6.59,44.56,2.61,11.04,54.035,70.34,0.57,1.75,21.84,8701179.0,45.55,2.8,49.87,4.26,6.3,3.5300000000000002,26909908425.0,54.45,1680.0
2.1,35.6,1.95,21.28,5.95,8.61,53.13,79.42,3.4,9.89,13.22,19252374.0,66.86,0.25,51.44,5.91,6.72,10.05,70734620622.5,33.14,13360.0
0.0,15.9,6.59,29.06,2.75,10.53,54.035,44.71,13.2,3.79,21.84,8368685.0,19.9,2.8,50.54,4.26,5.8,3.5300000000000002,70734620622.5,80.1,14380.0
32.92,3.2,2.47,7.6,19.48,8.8,51.82,52.46,41.4,23.64,22.93,9160656.0,80.57,2.8,50.98,4.23,2.64,6.17,70734620622.5,19.44,43820.0
7.44,7.3,7.26,14.53,10.45,7.07,52.39,45.45,10.2,22.17,32.03,17750912.0,18.59,0.22,51.77,4.26,1.61,2.86,299000000000.0,81.42,13720.0
43.4,16.8,0.9,12.69,8.77,9.91,40.87,23.08,34.4,19.23,21.84,33017.0,30.8,2.8,51.48,2.99,2.4,3.5300000000000002,1502935669.0,69.2,31500.0
8.88,17.6,1.73,11.83,8.73,8.07,38.19,16.3,8.89,4.38,21.84,145092.0,18.75,1.63,50.4,3.27,2.82,3.51,3120388629.0,81.25,17470.0
10.905000000000001,15.9,6.59,16.48,9.26,4.66,49.56,38.6,13.2,10.29,21.84,1792520.0,62.28,2.8,52.45,4.26,4.03,3.5300000000000002,70734620622.5,37.72,14380.0
20.85,12.8,7.0,13.35,10.48,10.1,49.22,17.95,17.2,5.13,21.84,49719.0,52.61,2.8,48.88,4.26,2.26,0.04,1595210565.0,47.39,15200.0
0.07,57.1,20.16,34.82,3.23,6.59,80.07,60.31,0.3,11.24,21.84,1792520.0,34.94,5.0,50.02,4.26,4.54,3.5300000000000002,169000000000.0,65.06,3920.0
13.27,18.3,8.6,18.41,6.93,7.06,51.61,0.54,15.3,0.4,21.84,203532.0,66.1,0.65,50.12,6.78,3.97,0.0,10748170091.0,33.91,17900.0
39.29,2.6,1.39,11.1,19.97,8.6,60.54,7.38,17.0,6.24,30.41,1263481.0,87.71,2.8,49.71,4.26,3.73,6.36,606000000000.0,12.29,58960.0
46.91,4.0,0.65,10.0,18.56,7.9,50.59,38.11,37.0,10.09,31.09,2242521.0,73.85,2.8,50.4,5.01,1.69,0.81,610000000000.0,26.15,14380.0
7.34,27.0,6.59,18.88,4.49,5.03,68.61,75.76,14.0,25.37,21.84,9080189.0,54.82,2.8,49.88,4.26,4.03,3.5300000000000002,68570667135.0,45.18,3410.0
0.06,33.5,20.87,28.27,3.18,4.84,65.85,35.44,5.27,6.08,36.46,6787161.0,27.31,3.76,49.7,5.48,4.43,3.99,38258488363.0,72.69,4100.0
1.76,46.0,26.59,37.11,3.12,6.01,89.63,44.38,0.13,15.04,32.58,1792520.0,34.5,3.54,50.62,3.6,6.69,0.82,168000000000.0,65.5,2900.0
14.13,9.0,8.13,9.38,13.21,7.14,41.91,45.02,7.57,32.88,31.7,1792520.0,50.69,-0.07,51.3,3.02,4.53,3.63,70734620622.5,49.31,19290.0
0.01,53.9,14.17,25.51,5.43,6.89,72.53,22.96,0.16,7.5,21.84,884181.0,30.95,7.34,49.0,4.18,2.47,3.5300000000000002,9132034711.0,69.05,7130.0
0.38,66.5,19.51,32.76,3.02,8.47,77.74,70.23,0.52,10.29,17.81,4760552.0,42.25,5.76,49.75,4.2,8.3,15.29,18802562036.0,57.75,2280.0
3.5,11.8,19.64,23.42,6.15,6.91,71.33,48.61,6.28,27.78,26.08,80700.0,23.11,2.8,50.46,5.27,3.86,3.5300000000000002,745331032.9,76.89,7100.0
22.85,17.0,1.59,12.36,10.13,7.7,42.39,10.53,23.1,4.87,21.84,711537.0,53.19,2.8,50.53,3.54,4.03,3.5300000000000002,39459899666.0,46.81,25960.0
10.05,14.4,9.77,17.22,8.34,6.15,49.87,62.44,12.2,16.54,10.25,3704682.0,69.25,2.4,50.51,6.17,3.53,5.52,145000000000.0,30.75,11990.0
16.67,11.0,6.4,15.59,7.95,5.08,46.74,49.01,13.5,25.44,26.39,20124610.0,75.63,0.09,49.85,4.45,2.59,4.49,70734620622.5,24.37,28020.0
2.6,42.8,10.81,23.06,4.54,6.58,55.55,72.01,11.2,4.13,21.84,2953086.0,52.05,0.06,50.47,3.12,4.03,3.5300000000000002,104000000000.0,47.95,16860.0
10.905000000000001,6.4,6.59,12.85,9.77,8.46,36.48,1.05,9.27,1.05,21.84,2861.0,93.36,2.8,49.54,3.03,4.72,3.5300000000000002,1127329020.0,6.64,26170.0
10.905000000000001,22.5,6.59,23.62,5.82,10.16,59.64,60.0,18.9,10.29,21.84,4030.0,63.22,2.8,48.38,4.26,2.83,3.5300000000000002,73122594.88,36.79,6670.0
0.08,45.5,22.95,37.67,1.65,5.82,91.74,71.89,0.2,34.41,22.68,1792520.0,24.36,5.89,50.54,2.31,9.52,4.98,102000000000.0,75.64,2380.0
16.16,8.5,8.97,8.1,16.92,7.445,47.76,71.3,9.96,10.29,12.29,13576734.0,69.47,0.72,50.335,5.44,6.95,1.72,612000000000.0,30.53,14560.0
32.48,6.3,0.75,9.75,1.47,1.47,19.31,5.5,25.2,0.7,21.84,1216952.0,86.79,2.8,50.335,3.86,5.24,3.5300000000000002,730000000000.0,13.21,14380.0
40.02,4.3,0.6,10.7,18.53,9.0,57.24,72.42,48.8,25.15,15.69,10926403.0,83.65,2.8,50.62,5.26,2.22,8.6,70734620622.5,16.35,49860.0
33.84,6.5,0.83,11.4,15.79,8.7,52.74,44.36,31.5,17.24,19.51,1792520.0,82.46,2.8,50.44,4.96,4.51,14.2,70734620622.5,17.54,14380.0
29.8,7.3,6.45,10.82,15.17,10.06,54.65,80.72,34.3,11.93,15.41,156815.0,95.43,2.8,51.61,4.63,2.71,1.09,83329830974.0,4.57,24310.0
10.56,15.5,24.38,24.3,4.75,4.6,51.91,58.01,17.2,9.16,34.58,16644772.0,50.43,1.89,49.98,6.3,7.93,16.56,255000000000.0,49.57,7610.0
2.7,19.7,6.59,30.4,3.7,5.66,77.1,15.34,1.3,1.64,21.84,227104.0,25.39,2.8,49.69,1.77,4.03,3.5300000000000002,1106538416.0,74.61,3640.0
8.85,24.2,6.59,16.89,7.62,7.02,56.81,24.38,18.5,2.95,21.84,3407070.0,88.24,2.8,50.41,4.26,7.48,3.5300000000000002,70734620622.5,11.76,14380.0
15.23,21.1,11.78,15.66,8.07,6.71,44.79,39.52,3.76,21.64,31.33,1792520.0,36.63,0.34,50.63,3.08,4.09,1.38,70734620622.5,63.37,10630.0
10.905000000000001,15.9,6.59,12.3,19.25,8.2,62.68,9.43,13.2,2.57,21.84,4446.0,95.83,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,4.17,14380.0
7.36,15.9,7.05,29.47,3.37,3.23,75.83,70.65,9.42,8.34,16.86,1103858.0,76.44,2.8,50.16,4.26,2.75,0.09,35888978659.0,23.56,7660.0
1.09,46.2,6.59,31.78,2.74,6.42,76.18,44.42,3.53,2.19,21.84,19788293.0,37.27,2.8,49.43,4.26,2.22,0.15,70734620622.5,62.73,14380.0
0.48,62.3,2.86,35.46,1.71,6.57,84.54,32.07,0.52,5.11,21.84,10279833.0,44.07,4.14,50.67,4.42,7.5,1.37,61152155701.0,55.93,3330.0
1.34,52.4,9.82,31.52,3.35,8.04,81.21,41.88,1.74,10.34,17.71,10408889.0,32.21,3.94,50.335,4.26,4.03,1.13,40896508796.0,67.79,2660.0
0.07,61.6,6.59,36.05,2.42,7.11,85.96,58.74,0.37,12.0,21.84,1792520.0,26.03,2.8,49.47,4.26,2.54,3.5300000000000002,101000000000.0,73.97,2590.0
17.72,9.4,19.23,10.29,15.82,10.79,47.7,42.54,7.78,21.88,13.41,1075204.0,62.11,2.08,49.99,3.34,2.34,0.91,40292463124.0,37.89,14200.0
8.61,22.9,12.83,22.43,6.02,5.4,57.89,17.35,10.9,3.16,33.34,11413449.0,73.73,0.13,49.06,6.19,5.4,3.5300000000000002,549000000000.0,26.27,12640.0
10.905000000000001,15.9,6.59,12.7,6.45,5.6,53.03,14.35,20.1,4.8,21.84,5934.0,87.15,2.8,50.38,4.26,4.03,3.5300000000000002,70734620622.5,12.85,14380.0
48.66,2.9,0.56,16.200000000000003,14.19,7.445,37.99,39.95,13.2,1.64,21.84,9389.0,87.92,2.8,49.01,2.63,1.92,0.03,4557679110.0,12.08,58660.0
0.36,71.5,9.95,39.27,2.59,7.82,91.93,36.81,0.36,4.31,28.07,11089900.0,66.83,0.25,50.59,2.67,2.8,3.5300000000000002,196000000000.0,33.18,5880.0
8.71,10.0,2.28,12.16,9.8,5.96,40.62,20.45,29.4,9.09,21.84,70023.0,24.43,1.85,52.26,2.99,5.0,0.0,2044938021.0,75.57,22070.0
21.18,10.0,6.36,14.13,11.73,8.51,54.76,43.03,16.3,15.35,15.01,3579773.0,92.11,0.03,50.49,5.28,3.46,2.68,70734620622.5,7.89,21700.0
14.89,11.3,11.35,12.46,12.41,12.79,48.7,58.87,14.8,15.6,15.71,1029293.0,63.31,1.02,50.335,2.71,4.01,3.0,42876665494.0,36.69,15280.0
17.69,15.9,6.59,8.1,14.94,9.69,47.69,11.11,32.6,11.11,21.84,60011.0,43.7,2.8,50.335,4.26,3.81,0.05,3157719618.0,56.3,29630.0
35.35,3.8,2.01,11.5,16.23,6.3,53.32,46.25,21.2,3.98,23.7,3529080.0,86.24,2.8,50.38,5.38,4.44,3.5300000000000002,70734620622.5,13.76,52840.0
29.21,3.4,1.07,9.4,19.15,10.3,50.5,31.54,42.4,16.06,29.21,3678385.0,58.75,2.8,50.8,5.57,2.84,1.94,528000000000.0,41.25,59220.0
19.6,19.7,6.74,12.5,6.47,7.5,44.29,57.84,16.2,25.22,23.57,4400904.0,56.4,0.29,50.63,4.33,4.7,3.5300000000000002,152000000000.0,43.6,15070.0
20.97,13.3,0.81,11.49,8.28,8.08,39.75,1.3,23.0,0.8,9.46,68104.0,83.25,2.8,52.15,3.79,2.75,3.5300000000000002,9794942121.0,16.76,24100.0
10.18,6.9,0.31,12.62,3.2,2.24,30.71,10.32,18.5,2.68,25.72,155046.0,89.51,2.8,50.335,2.55,9.42,3.5300000000000002,70601878173.0,10.49,47790.0
6.05,31.0,12.0,18.05,5.63,5.82,48.4,76.27,0.84,10.29,37.19,1792520.0,38.18,1.38,50.39,1.77,1.9,3.5300000000000002,70734620622.5,61.82,6870.0
45.44,11.6,2.65,10.86,15.16,8.97,48.21,23.26,45.4,16.28,21.84,193142.0,31.19,2.8,52.07,4.17,4.31,4.78,4064780241.0,68.81,14480.0
34.82,2.9,7.08,9.47,16.55,7.445,50.13,40.8,47.1,27.88,27.47,1924485.0,79.48,0.55,50.335,4.86,5.82,12.61,224000000000.0,20.52,23860.0
41.02,3.9,0.68,9.9,19.21,11.0,56.25,45.07,31.5,28.56,25.6,221657.0,98.08,2.8,50.64,6.8,3.71,5.02,650000000000.0,1.92,56330.0
9.21,12.2,8.35,17.88,4.81,5.24,50.56,7.89,4.86,4.3,27.42,213159.0,46.03,3.49,49.66,5.22,4.87,1.34,3659921190.0,53.98,9270.0
0.23,15.9,27.11,37.11,3.09,9.36,84.51,35.03,0.25,24.83,21.31,6521955.0,48.42,6.76,49.93,3.09,5.79,0.01,41966458415.0,51.59,3320.0
35.72,15.9,0.26,8.4,19.02,8.8,51.41,5.56,38.8,5.56,39.27,0.0,100.0,2.8,51.68,1.89,1.34,0.04,5643362963.0,0.0,14380.0
0.41,25.4,15.7,12.65,6.03,6.55,41.96,13.45,2.99,2.46,24.44,445612.0,42.32,2.8,50.335,5.54,8.45,3.5300000000000002,9047496317.0,57.68,11710.0
7.89,25.8,14.0,22.06,4.98,9.3,57.18,35.09,5.06,4.39,12.48,3566167.0,70.12,0.94,49.8,4.26,3.55,3.5300000000000002,96888583668.0,29.88,8120.0
23.35,6.2,5.91,8.61,17.74,7.445,48.52,43.79,21.4,19.82,17.86,1691724.0,49.02,2.18,50.79,3.02,6.1,6.74,53706002828.0,50.98,16180.0
3.59,41.3,2.21,24.2,3.55,6.95,58.03,45.63,5.92,0.46,24.13,741589.0,70.88,0.53,50.65,4.26,2.89,0.39,36213064827.0,29.12,14220.0
17.42,14.5,5.71,13.08,9.29,7.42,43.11,28.56,14.7,6.9,14.79,1792520.0,87.07,0.04,50.85,5.77,4.0,11.89,70734620622.5,12.93,15430.0
19.09,13.8,6.59,7.45,9.07,6.38,33.25,46.67,13.2,6.67,21.84,15914.0,48.52,2.8,51.8,2.71,4.03,3.5300000000000002,70734620622.5,51.49,14380.0
15.89,9.8,1.22,14.17,5.47,4.98,39.09,2.54,23.2,0.76,21.84,96075.0,78.25,2.8,48.23,4.26,6.31,3.5300000000000002,32164318056.0,21.75,14380.0
30.5,6.5,3.49,8.5,22.27,7.445,56.95,46.49,12.6,32.17,20.46,1685936.0,75.69,2.8,51.49,4.51,4.68,4.64,172000000000.0,24.31,24850.0
0.07,15.9,17.92,36.09,2.56,8.81,88.68,46.1,0.35,21.94,20.56,14935196.0,30.61,2.8,50.2,5.15,5.53,0.29,49348669869.0,69.39,2290.0
0.03,54.2,28.62,35.6,2.47,7.56,54.035,80.84,0.15,10.29,10.65,10545078.0,13.71,2.8,50.36,5.32,7.74,0.0,9977971278.0,86.29,820.0
4.83,13.4,6.19,17.16,5.37,5.69,47.95,19.6,11.2,12.41,17.55,194299.0,66.65,2.8,50.27,4.26,2.49,3.5300000000000002,3452488974.0,33.35,5930.0
1.4,25.5,22.7,19.85,5.27,6.23,53.61,34.25,0.33,23.17,32.77,12423573.0,24.23,5.53,50.51,3.0,5.09,0.0,70867363072.0,75.77,4320.0
2.76,74.9,17.5,35.51,2.74,8.42,83.02,20.63,3.68,13.12,13.35,11242817.0,57.56,3.51,50.13,3.1,4.36,3.5300000000000002,112000000000.0,42.44,4230.0
40.8,5.1,1.84,9.5,18.02,8.1,51.26,6.37,34.9,4.26,19.46,7011720.0,81.56,2.8,50.31,4.89,6.73,19.33,70734620622.5,18.44,48240.0
46.59,15.9,0.44,12.4,7.53,3.3,32.31,11.25,13.2,0.83,21.84,0.0,100.0,2.8,49.58,1.46,2.02,11.8,3101020052.0,0.0,46070.0
0.0,15.9,27.06,43.85,2.03,12.49,54.035,39.98,0.03,4.21,21.84,12729867.0,23.52,2.8,49.8,2.74,4.13,3.5300000000000002,26630772997.0,76.48,1600.0
10.905000000000001,15.9,0.8,10.01,16.3,8.47,46.21,43.28,13.2,18.33,21.84,118131.0,30.96,2.8,50.57,4.26,4.03,3.5300000000000002,70734620622.5,69.04,14380.0
19.43,6.9,4.05,11.83,12.4,7.22,44.96,14.75,13.3,1.76,19.09,2368728.0,87.73,2.8,50.36,5.63,3.68,0.68,460000000000.0,12.27,23860.0
33.91,7.5,7.7,8.52,12.6,7.07,44.14,55.46,12.8,11.61,21.84,1792520.0,61.43,0.0,48.91,4.23,6.4,1.21,70734620622.5,38.57,17750.0
15.34,13.3,7.51,14.44,8.47,6.61,43.67,39.7,14.3,1.84,14.44,9460370.0,81.43,0.7,50.64,4.26,2.44,3.5300000000000002,70734620622.5,18.58,15280.0
0.15,51.5,6.59,29.9,4.33,8.27,74.84,71.47,0.94,34.93,9.94,569314.0,29.38,2.8,49.77,2.38,3.68,0.0,2626466737.0,70.62,3260.0
0.03,15.9,20.88,42.31,3.0,9.54,54.035,14.95,0.0,6.03,22.44,1792520.0,45.64,7.13,50.39,2.62,4.03,0.0,106000000000.0,54.36,1140.0
10.905000000000001,44.7,10.69,31.16,2.65,6.92,79.6,31.15,0.3,1.61,36.29,1834446.0,67.83,1.89,50.06,4.62,6.61,3.5300000000000002,27296171963.0,32.17,4790.0
19.72,8.1,4.34,12.15,10.22,5.63,45.18,34.98,11.1,4.76,14.85,985122.0,80.77,0.35,49.94,6.63,2.03,0.02,105000000000.0,19.23,20450.0
0.9,73.8,16.93,34.2,2.41,8.82,80.24,73.27,0.91,11.01,17.75,12948486.0,51.71,2.55,49.47,3.79,3.3,10.28,156000000000.0,48.29,5800.0
26.07,4.7,3.05,8.9,21.57,7.445,55.68,26.89,32.9,15.89,22.9,1718119.0,57.55,2.8,51.34,4.39,3.16,9.04,127000000000.0,42.45,31300.0
2.07,7.2,2.76,9.34,15.55,10.23,45.8,61.67,13.4,28.02,21.84,2577237.0,77.19,2.8,50.3,4.26,1.4,3.5300000000000002,70734620622.5,22.81,14380.0
31.59,15.9,0.27,8.7,14.25,9.3,46.97,38.6,28.9,10.29,21.84,16948.0,89.06,2.8,52.13,4.26,4.03,3.5300000000000002,3400840480.0,10.94,21950.0
37.06,3.3,1.85,10.58,14.15,6.93,43.19,13.81,34.8,10.76,11.01,410602.0,66.82,2.8,49.91,5.64,2.54,20.04,35514060748.0,33.18,39810.0
36.45,2.9,1.96,10.3,20.16,12.1,56.56,45.65,12.7,32.18,27.42,2774917.0,74.06,2.8,50.74,4.72,4.06,1.2,446000000000.0,25.94,41730.0
44.42,3.7,1.38,10.4,20.05,9.4,57.02,65.5,12.6,10.29,30.64,693004.0,88.12,2.8,50.27,4.26,1.99,2.08,377000000000.0,11.88,64600.0
2.27,55.4,1.68,22.48,4.46,8.82,55.4,73.51,3.52,0.13,12.47,239158.0,78.06,2.8,50.33,4.26,2.09,3.5300000000000002,5995723399.0,21.94,5500.0
27.06,31.1,15.16,13.3,9.17,8.18,41.44,33.33,9.41,8.0,21.84,20814.0,71.09,2.8,50.16,4.7,3.19,0.04,933278259.3,28.91,12960.0
9.37,33.9,6.04,18.78,6.96,6.46,52.88,51.1,10.5,18.45,22.85,1920541.0,82.54,0.5,49.75,4.52,2.11,0.32,200000000000.0,17.46,18160.0
13.51,13.0,8.39,17.04,7.54,7.53,51.59,21.82,11.8,4.18,19.86,6302697.0,64.17,0.37,50.02,4.26,3.12,3.5300000000000002,195000000000.0,35.83,11100.0
8.54,19.4,11.17,23.05,4.71,5.85,61.08,3.99,9.02,3.38,13.45,1792520.0,42.78,0.42,49.42,4.26,2.96,3.5300000000000002,70734620622.5,57.22,15040.0
9.4,12.7,5.35,16.19,8.1,8.44,51.95,57.71,14.3,34.8,18.29,1671098.0,73.44,1.46,52.37,3.66,3.35,3.21,55323724881.0,26.56,8790.0
0.11,78.6,3.15,31.17,3.17,9.03,72.48,3.74,0.66,1.89,21.84,429337.0,73.1,0.08,50.335,4.26,4.37,3.5300000000000002,17688315108.0,26.9,11080.0
0.15,39.3,6.59,28.71,4.0,6.42,79.93,62.72,2.01,5.7,21.84,2085623.0,41.35,2.8,50.69,4.26,6.41,3.5300000000000002,70734620622.5,58.65,14380.0
34.27,2.1,2.0,9.9,20.18,11.9,57.85,23.04,22.9,16.23,28.01,409107.0,69.23,2.8,52.62,5.53,3.92,4.86,52504648662.0,30.77,39490.0
2.29,55.0,8.12,24.62,3.95,9.6,64.98,69.48,3.94,10.29,15.36,895279.0,24.17,2.93,50.37,5.36,4.51,1.13,9676349819.0,75.83,8200.0
0.18,49.9,6.59,32.78,3.13,6.62,76.81,34.09,0.84,14.35,27.13,1792520.0,21.7,4.96,49.73,4.09,7.03,0.0,285000000000.0,78.31,2430.0
35.07,15.9,13.62,13.1,17.81,7.0,62.57,70.33,29.2,0.05,21.84,30192.0,42.4,2.8,48.24,4.26,4.03,3.5300000000000002,3323720033.0,57.6,63410.0
2.52,26.8,14.32,19.63,5.54,8.08,53.2,17.06,5.3,4.2,21.84,393508.0,57.25,4.67,49.82,5.81,2.04,0.01,9627983912.0,42.75,10460.0
33.38,2.3,2.45,8.4,22.49,10.0,61.69,7.47,4.07,7.38,25.05,800844.0,85.52,2.8,50.61,6.63,5.07,7.01,302000000000.0,14.48,54540.0
46.47,4.2,1.58,10.9,21.01,9.9,62.76,52.15,13.2,32.79,20.85,12855403.0,80.98,2.8,51.65,5.66,3.18,1.88,70734620622.5,19.03,49880.0
22.92,15.9,6.59,12.92,9.24,3.86,45.68,13.97,33.7,0.72,21.84,114805.0,61.98,2.8,49.37,4.26,2.52,0.22,70734620622.5,38.03,14380.0
1.92,41.1,6.63,27.7,3.9,6.91,67.87,8.36,1.09,1.26,21.84,227148.0,90.09,0.37,49.02,3.4,6.52,3.5300000000000002,31785223033.0,9.91,13860.0
0.2,48.9,21.24,33.72,2.45,7.37,86.5,62.65,2.38,10.29,21.93,963137.0,62.58,2.8,50.27,2.89,3.19,0.0,6272279517.0,37.42,2440.0
25.51,9.6,8.32,12.97,14.5,13.98,54.82,34.22,10.2,4.46,12.09,1509450.0,59.45,6.82,50.335,3.85,3.98,0.38,59555183444.0,40.55,16000.0
43.3,3.7,0.74,9.3,21.96,11.9,55.56,47.5,45.9,33.38,29.07,18750282.0,77.45,2.8,50.66,5.59,2.69,1.82,70734620622.5,22.55,59560.0
0.25,45.3,18.85,28.04,3.41,7.45,69.45,55.39,0.97,20.7,21.08,13725263.0,57.35,3.11,50.12,3.41,2.97,3.5300000000000002,195000000000.0,42.65,6060.0
58.08,15.9,6.59,10.84,20.04,8.69,59.42,38.6,47.1,10.29,21.84,0.0,100.0,2.8,50.05,4.26,4.03,3.5300000000000002,70734620622.5,0.0,14380.0
39.79,4.1,4.1,7.9,22.18,12.2,57.13,45.52,45.4,16.54,6.67,2170211.0,79.72,2.8,51.0,4.5,2.85,3.5300000000000002,310000000000.0,20.29,28970.0
27.92,15.9,17.45,14.8,8.99,9.2,42.63,0.59,11.3,10.29,21.84,7169.0,87.28,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,12.72,14380.0
27.46,15.9,4.9,16.29,9.69,8.06,51.1,23.53,16.6,8.82,21.84,78480.0,36.54,7.16,49.93,4.26,2.71,0.03,1556456828.0,63.46,12590.0
1.85,15.9,6.59,16.36,11.11,7.18,60.41,29.63,43.2,1.85,21.84,8566.0,94.94,2.8,49.59,4.26,4.03,3.5300000000000002,70734620622.5,5.06,14380.0
3.53,23.7,9.93,21.82,4.85,5.34,62.15,43.04,13.1,14.5,18.53,8119648.0,51.84,0.62,50.48,3.3,4.23,2.36,187000000000.0,48.16,11070.0
