Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
100.0,9.86,53.42,38.64,5.78,135902.98,3.02,2.34,11.48,8812.0,2422.0,2884.0,3249262.0,0.89,0.64,104.93,-14803987779.0,6.83,6.2,3.77,,22.34,,,1.64,1445.05,35.26,17.8,103.26,37.63,99085.27,1.19,254000000000.0,4.55,46920.0,240000000000.0,5.55,,18.54,9.76,673724583.0,90.0,91.0,26.21,6.8,18.97,3.94,,66.13,75.61,47.48,2934771.0,263310.0,84.0,80.5,82.21,102.49,18.53,21.63,44777000000.0,49855000000.0,37.31,1.17,113.96,4.7,,,,,,38220.0,,0.28,18.89,65.18,15.93,0.41,31.89,50.44,5111300.0,0.1,2.5,1.03,,49.17,28.9,327.0,,,,675254.0,13.21,97.92,117.6,79.41,16060.69,,267710.0,,,16113750240.0,,3.78,4436046.0,86.79,16.06,21.87
86.3,12.06,54.41,42.31,15.44,,0.81,12.49,20.51,2403.1,,,172544.0,6.34,7.83,127.55,-540878858.1,4.86,9.3,4.29,17.26,46.62,110.07,14582931633.0,2.32,68.71,4.51,3.12,128.13,27.48,33075.3,0.6,14144067556.0,10.32,6440.0,44107117289.0,4.09,181620000.0,18.19,1.22,30355921.0,87.0,83.0,60.08,42.0,27.19,4.93,11.01,48.17,81.58,38.4,3085985.0,120340.0,76.8,70.84,73.84,129.99,19.86,13.08,6495000000.0,10166000000.0,117.79,0.54,97.11,15.7,5.69,110.06,,,-0.73,-10384.0,753960022.0,2.46,30.08,64.76,5.16,1.39,15.66,50.72,6850540.0,0.3,17.8,0.3,,50.55,50.4,156.21,20.62,39.5,51.3,2789745.0,40.72,106.95,,19.9,101.6,26.68,130370.0,26060000.0,27.71,4046556204.0,,6.06,4060795.0,59.28,45.23,33.04
18.6,,105.44,36.78,36.48,447.0,73.81,13.97,45.29,360.6,847989.0,759182.0,,41.85,21.93,103.52,-2099092174.0,8.14,5.2,5.19,,9.99,32.7,4967317875.0,6.82,0.59,0.05,0.24,107.34,0.84,10672.8,32.89,14915002436.0,1.38,1570.0,39562480949.0,3.82,1300060000.0,16.99,32.37,12797212.0,82.0,80.0,27.02,79.0,20.83,3.84,,61.51,83.43,41.82,9369232.0,1266700.0,62.79,60.41,61.58,119.28,7.42,18.25,1212000000.0,3557000000.0,31.97,1.35,56.39,119.3,11.9,71.57,,,,-4405.0,1807439941.0,0.09,48.9,48.68,2.42,3.71,5.29,49.28,25252722.0,0.2,16.1,0.38,60.98,25.9,79.6,3.5,,,,21022639.0,83.25,68.31,,,1.39,,1267000.0,113010000.0,13.34,,96.0,0.82,4230083.0,16.75,97.17,90.82
59.5,18.46,86.11,75.37,23.36,74453.15,5.64,40.48,37.12,1619.2,,,1566109.0,10.16,5.59,118.31,-3254163170.0,13.08,3.6,6.57,,,21.03,90887068294.0,5.24,18.61,0.03,0.05,117.33,23.57,214636.5,89.15,441000000000.0,3.65,5510.0,1180000000000.0,0.38,2152260000.0,,6.49,195947207.0,62.0,60.0,,219.0,31.41,16.95,,51.73,65.35,43.81,70911721.0,910770.0,53.07,52.29,52.68,111.54,65.14,33.44,46871000000.0,51880000000.0,22.4,1.01,91.44,110.6,0.82,16.53,,,,-76364.0,3527699951.0,7.25,43.29,53.73,2.98,2.41,16.85,49.47,213401323.0,,15.9,0.37,,3.61,80.3,221.0,,,,100840661.0,47.25,86.72,47.24,,63.03,45.89,923770.0,230790000.0,15.01,40476363167.0,,5.39,112560662.0,52.75,85.53,83.73
100.0,14.35,44.58,49.96,7.15,,29.05,16.53,10.2,3537.8,3891.0,4648.0,,5.59,2.05,96.24,-374849512.3,15.5,6.1,3.25,23.79,65.44,79.53,10644396439.0,1.6,50.49,26.94,23.0,95.04,39.71,10014.9,1.83,14000283827.0,4.51,21390.0,39295355335.0,,173460000.0,29.1,4.03,276603713.0,81.0,70.0,81.28,11.0,22.58,3.23,,42.92,65.55,40.06,834513.0,25220.0,75.5,71.1,73.25,90.66,66.07,33.18,8186000000.0,11386000000.0,139.8,1.47,92.3,5.2,2.53,184.1,0.35,5.93,-5.59,-486.0,338220001.2,1.63,16.07,69.17,14.77,-1.03,,50.14,1837114.0,0.1,3.6,0.34,91.63,41.67,19.5,5.4,19.0,,,757148.0,41.21,93.26,84.16,44.3,1546.45,35.04,25710.0,48080000.0,16.1,4129287737.0,,15.8,1079966.0,58.79,10.79,14.11
100.0,,45.96,1.17,,,,0.17,,,,,,,,,,,23.4,,,,,,,,,42.6,,52.96,243.6,,,,,,,,,,,,,,81.0,,,,,,,,460.0,,,,,,,3000000.0,459000000.0,,,,,,,,,,-431.0,,0.2,21.7,68.51,9.79,-0.21,,46.25,49481.0,,,,,,0.5,,,,,4013.0,8.11,,,,1980.56,,460.0,,,,,,45468.0,91.89,,
100.0,20.21,54.0,2.7,1.6,,0.69,2.21,10.4,4183.7,1890.0,2326.0,881238.0,0.19,0.2,95.01,66253680667.0,7.8,3.6,3.43,36.57,43.04,,,1.55,208.54,44.94,4.33,102.22,33.46,121878.0,68.93,503000000000.0,3.91,90750.0,491000000000.0,6.96,,39.98,20.59,4733483567.0,97.0,97.0,28.19,3.0,37.9,3.48,0.54,61.72,70.33,46.48,2965991.0,364270.0,84.7,81.7,83.16,103.99,45.83,42.8,160000000000.0,97764000000.0,51.23,1.72,109.69,2.2,,,14.47,4.64,9.93,10604.0,,0.01,16.97,64.94,18.1,0.53,19.53,49.55,5408320.0,,2.5,1.04,99.2,44.97,61.4,382.0,47.46,0.0,0.0,901946.0,16.68,98.97,119.82,93.92,43861.13,,624500.0,,,84270941751.0,,4.37,4506374.0,83.32,2.93,5.44
100.0,-10.32,41.97,4.74,2.12,18219.0,116.71,0.27,18.42,19211.2,17792.0,20146.0,5235447.0,1.6,0.63,154.29,-4834109392.0,3.8,13.8,7.21,,52.53,,,2.62,328.83,11.59,12.6,138.9,0.01,24.33,65.29,88191977373.0,3.09,36290.0,164000000000.0,,,17.51,6.61,662031837.0,99.0,99.0,41.39,5.9,50.63,1.68,0.24,30.29,86.05,16.05,2198742.0,309500.0,74.72,70.98,72.54,106.69,37.75,45.02,44591000000.0,30995000000.0,85.71,6.56,135.08,10.6,,,,,,-20664.0,,0.11,26.77,70.44,2.79,-0.51,35.17,38.91,4520471.0,0.1,2.8,0.5,88.51,2.33,0.1,1.4,,,,585672.0,12.96,89.2,94.29,43.84,271.21,,309500.0,,,19730879938.0,100.0,1.9,3934799.0,87.04,5.12,2.99
94.9,6.13,69.96,47.09,22.66,36260.96,480.35,39.58,27.52,3489.4,4451474.0,3233319.0,3548000.0,54.94,10.24,113.42,-12283106000.0,7.17,30.8,4.21,,9.05,38.03,131000000000.0,3.47,157.29,1.23,1.07,121.38,4.78,36845.6,0.71,349000000000.0,6.51,5480.0,1270000000000.0,1.69,1086280000.0,13.82,1.49,318590723.0,83.0,81.0,17.98,266.0,18.9,9.5,3.98,24.57,80.81,23.27,76944640.0,770880.0,68.62,63.79,66.1,120.9,10.28,22.9,28319000000.0,72489000000.0,28.92,2.87,81.55,63.0,0.85,12.63,,,,-471395.0,2922810059.0,1.03,36.94,58.84,4.22,1.83,19.96,49.52,231402117.0,0.2,18.5,0.27,68.23,20.18,41.6,55.0,,36.1,42.5,144765164.0,62.56,84.37,41.86,12.6,68.03,39.78,796100.0,231020000.0,33.89,22811522858.0,76.87,6.34,86636953.0,37.44,74.5,51.0
100.0,,43.84,9.35,3.5,,,0.65,12.7,,4.0,27.0,,,,,-115739000.0,9.7,17.0,13.27,,6.94,,,,28.63,,45.0,,90.2,414.9,,229858184.8,-14.16,16450.0,296419538.1,3.94,21720000.0,-10.44,,,95.0,93.0,75.86,51.0,11.92,2.61,,,,,,460.0,,,,,,,2000000.0,156000000.0,68.74,,133.16,22.8,20.64,2743.01,,,,3.0,49439998.63,4.35,20.96,69.52,9.52,0.29,,47.95,18024.0,,,0.81,98.42,6.25,0.9,,,,,3338.0,18.52,104.83,97.35,,1054.15,,460.0,2280000.0,,,100.0,,14686.0,81.48,,
95.3,19.42,53.78,29.41,2.66,71789.0,0.89,7.62,17.69,3515.4,9680.0,10076.0,8623927.0,6.65,3.78,129.48,-778778854.8,6.07,8.2,1.41,17.14,41.11,,,2.33,123.91,14.84,20.2,111.52,56.65,42024.23,0.18,67406738100.0,15.84,29210.0,127000000000.0,3.71,54470000.0,30.64,0.26,333800.0,87.0,92.0,37.66,42.0,26.22,1.63,12.73,50.42,74.49,40.76,1996749.0,74180.0,79.59,73.05,76.22,101.11,7.69,6.21,13161000000.0,20596000000.0,50.08,,147.7,14.1,0.14,21.01,,,-6.64,5473.0,91400001.53,1.45,26.41,65.03,8.57,1.32,43.64,49.98,4351267.0,1.0,5.3,0.5,94.78,22.54,28.0,136.6,11.15,,,1358683.0,31.23,100.74,82.87,53.04,1546.45,,75320.0,8610000.0,,8832242051.0,,10.45,2992584.0,68.78,34.92,39.71
20.9,,60.48,3.18,18.99,34007.0,0.05,0.73,25.51,4768.2,,,,28.53,9.62,98.77,4498872107.0,6.68,16.7,6.54,19.83,,78.95,19710405017.0,3.22,107.89,0.21,1.66,100.07,79.1,358222.3,45.48,26113333240.0,-0.78,3820.0,37983694550.0,1.35,586120000.0,,40.05,86295937.0,31.0,38.0,,432.0,34.05,4.48,,46.16,47.31,47.9,3042793.0,452860.0,68.42,62.95,65.35,106.22,8.06,12.61,11269000000.0,5137000000.0,62.83,0.34,48.42,42.9,4.75,119.14,1.84,8.68,-6.84,10695.0,1185420044.0,2.03,34.58,62.31,3.1,2.03,,48.36,9949437.0,1.0,23.4,0.66,,0.0,54.5,801.0,12.85,39.9,96.0,8610641.0,86.54,,,,85.93,89.81,462840.0,168490000.0,34.61,3240131311.0,,2.91,1338796.0,13.46,83.27,68.61
100.0,17.64,54.44,42.31,11.28,1917.0,2.06,11.92,20.63,3823.1,44997.0,47809.0,,10.53,5.59,108.94,-347383229.8,7.64,7.5,3.4,13.74,35.49,57.49,22193192182.0,2.47,139.91,10.81,3.05,110.12,39.83,158229.27,15.41,39950899939.0,4.02,14830.0,99405231283.0,3.41,86260000.0,23.1,7.42,103189077.0,70.0,68.0,34.26,46.0,34.68,4.79,7.83,59.85,84.08,41.76,3422166.0,397300.0,73.39,67.43,70.26,113.41,26.28,21.83,10547000000.0,13560000000.0,60.34,0.93,118.96,18.1,0.45,26.13,0.57,4.04,-3.56,-8230.0,175139999.4,0.23,29.02,64.75,6.23,1.28,50.63,49.8,6703799.0,0.5,4.2,0.39,,16.25,58.8,117.0,13.58,18.5,18.4,2514193.0,37.5,92.55,84.29,,623.23,19.38,406752.0,35710000.0,8.39,9661226173.0,,7.31,4189606.0,62.5,42.98,37.37
95.6,6.47,53.02,19.93,7.12,70558.0,2.35,3.35,17.62,4704.1,,,2874109.0,20.95,8.01,125.0,-4674292509.0,7.99,4.8,2.3,20.12,29.15,41.93,86460826529.0,2.19,111.82,9.06,6.44,123.55,56.37,721575.33,6.99,226000000000.0,13.36,13870.0,468000000000.0,3.93,336620000.0,20.18,4.46,222582995.0,82.0,78.0,26.13,128.0,35.74,4.27,,64.89,79.25,45.98,17866091.0,1280000.0,74.75,70.12,72.38,120.16,4.83,13.4,59648000000.0,50891000000.0,48.83,1.18,127.84,15.4,0.15,9.01,2.52,6.0,-3.48,68012.0,303670013.4,1.89,26.33,65.35,8.32,1.23,32.28,50.48,33715471.0,0.4,7.0,0.45,102.25,40.0,30.6,1641.0,18.16,4.6,11.2,7248826.0,21.5,107.12,98.16,,587.33,13.09,1285220.0,116470000.0,7.73,78589897923.0,,5.1,26466645.0,78.5,58.0,43.71
97.5,7.68,56.16,42.54,10.07,71556.0,18.58,18.75,21.81,3834.8,633805.0,821274.0,8674859.0,10.0,4.33,105.11,-5942749346.0,7.31,7.1,2.78,19.14,25.75,26.08,106000000000.0,2.75,232.03,8.51,4.13,100.25,24.23,72234.8,1.18,394000000000.0,5.71,9110.0,1040000000000.0,3.87,501740000.0,20.2,64.23,38194465821.0,57.0,57.0,37.73,596.0,28.89,3.93,,44.03,68.74,38.73,44606252.0,298170.0,71.48,67.17,69.27,86.51,79.92,41.78,74618000000.0,124000000000.0,50.49,1.41,143.44,27.9,0.4,14.35,0.68,8.94,-8.27,-80125.0,1633859985.0,18.76,30.64,64.04,5.33,1.49,14.07,49.23,113880328.0,0.2,5.2,0.39,91.1,27.96,28.0,479.0,15.48,18.1,28.1,59577632.0,52.32,90.61,87.13,34.85,132.74,13.87,300000.0,157830000.0,12.2,109000000000.0,100.0,3.4,54302696.0,47.68,38.92,30.25
100.0,10.83,51.99,47.37,2.24,60781.0,17.29,36.19,8.8,4562.5,,,3187943.0,1.66,0.86,107.9,-8515000000.0,13.8,6.8,3.42,24.92,57.7,,,1.33,156.06,22.82,14.0,110.69,31.02,94950.0,2.21,681000000000.0,6.93,38630.0,1460000000000.0,4.67,,20.47,9.45,23837274338.0,90.0,71.0,54.38,10.0,28.1,5.06,0.71,50.28,66.36,45.27,18519217.0,306100.0,79.6,71.6,75.5,113.64,53.42,32.89,341000000000.0,342000000000.0,100.2,2.22,132.06,4.4,,,1.78,3.6,-1.86,-2968.0,,1.24,15.37,65.79,18.84,-0.4,4.74,51.64,37747124.0,0.1,2.5,0.45,,28.32,15.2,53.6,24.17,0.1,0.4,15070539.0,39.93,96.6,110.53,72.21,30757.65,,312710.0,,,166000000000.0,,3.36,22676585.0,60.08,12.02,18.74
100.0,3.06,56.02,43.25,2.15,97777.0,16.13,10.54,7.7,5379.7,,,3294407.0,0.47,0.37,144.08,-2986907578.0,12.0,9.1,2.42,34.1,41.4,,,1.35,175.8,41.51,51.2,128.07,36.15,33120.0,5.77,256000000000.0,5.74,38400.0,398000000000.0,4.78,,19.49,6.25,3561400342.0,99.0,98.0,44.22,16.0,19.24,1.27,0.8,53.83,62.38,49.74,5190888.0,91605.6,84.4,78.5,81.38,106.75,43.91,27.66,75229000000.0,98200000000.0,67.87,1.54,120.94,3.2,,,-3.54,0.19,-3.73,27295.0,,9.46,13.34,64.1,22.56,0.63,41.38,52.82,10361831.0,0.5,2.5,0.64,104.02,40.0,32.3,38.0,27.34,5.7,0.7,3435051.0,33.15,104.93,118.32,71.87,24123.92,,92230.0,,,32535115418.0,,6.58,6926780.0,66.85,9.29,12.99
100.0,,56.27,19.04,0.67,,12.32,5.66,5.9,2968.8,,,1490218.0,0.72,0.13,107.54,,10.2,13.3,0.68,,54.41,,,0.91,,23.64,22.3,91.37,56.01,4968.2,,106000000000.0,0.39,27960.0,91214417324.0,,,,,,,,42.33,0.6,50.48,,,31.26,51.23,41.13,1142991.0,8870.0,84.52,75.87,80.16,83.5,,,,,,,112.44,,,,,,,-7408.0,,1.8,13.65,63.99,22.36,-0.58,74.95,52.76,3262693.0,,,0.8,,,2.6,7.1,,,,209073.0,6.41,,,,494.38,,8870.0,,,,,7.9,3053620.0,93.59,8.68,16.19
100.0,25.47,20.72,6.44,0.3,156726.0,446.43,1.83,9.82,8431.1,10796.0,11556.0,1543591.0,0.0,0.0,148.93,26319230769.0,1.31,19.5,7.2,,58.73,,,1.8,240.24,11.08,16.3,169.63,0.0,0.0,84.4,180000000000.0,1.63,107190.0,288000000000.0,,,51.45,1.72,147790556.0,98.0,99.0,34.05,42.0,59.98,2.3,0.33,61.09,95.69,16.22,1984481.0,11490.0,80.94,78.31,79.27,184.84,74.0,50.1,87203000000.0,27985000000.0,64.09,6.45,144.2,5.5,,,,,,-30801.0,,0.26,15.77,82.84,1.4,-2.65,,27.33,2688235.0,0.1,,0.61,91.18,4.44,0.0,0.06,,,,19409.0,0.72,90.51,97.33,31.28,495.86,,11490.0,,,42212542110.0,100.0,0.14,2668826.0,99.28,0.05,0.16
100.0,4.95,53.73,56.85,4.76,30789.0,18.56,37.33,10.1,5187.8,45600.0,46951.0,631964.0,10.72,4.26,115.92,-20626953524.0,17.5,6.5,2.4,27.65,40.59,,,1.81,107.42,31.7,13.5,106.69,30.12,69290.5,3.52,286000000000.0,5.71,37210.0,711000000000.0,3.32,,19.08,11.49,8026993060.0,86.0,86.0,46.26,45.0,26.05,5.05,1.26,41.11,61.94,42.02,8200518.0,230080.0,76.6,69.2,72.81,86.34,61.87,41.09,87388000000.0,116000000000.0,71.23,1.86,118.63,6.5,,,-0.15,7.01,-7.2,-12724.0,,1.74,16.03,65.05,18.92,-0.75,9.38,51.65,19122059.0,0.1,2.5,0.39,88.93,18.54,23.6,42.38,21.07,0.2,0.8,8733236.0,45.67,90.77,86.2,55.27,23316.84,,238400.0,,,51885588481.0,,5.59,10388823.0,54.33,20.83,23.47
100.0,6.37,49.95,13.16,3.94,825994.0,1.5,7.43,9.6,2705.4,53427.0,99271.0,5260849.0,0.32,0.35,111.37,125000000000.0,16.7,5.6,8.46,18.19,29.77,26.32,472000000000.0,1.51,25.33,23.74,16.4,111.63,49.78,8153116.0,43.15,1840000000000.0,5.61,38030.0,5600000000000.0,3.99,,30.34,9.73,10598637533.0,97.0,97.0,20.43,47.0,31.4,6.69,6.8,55.28,70.44,48.56,74031444.0,16376870.0,74.51,65.51,69.9,111.81,29.99,32.24,494000000000.0,304000000000.0,43.31,3.72,168.98,5.1,,,3.92,2.59,1.33,320617.0,,0.11,17.72,66.69,15.59,-0.34,23.47,53.56,144746762.0,,2.5,0.32,,16.22,3.5,4312.0,19.77,,,36282223.0,25.07,101.91,93.34,54.95,16210.02,12.17,17098250.0,,15.89,632000000000.0,,4.72,108464539.0,74.93,4.85,5.89
48.7,-1.5,72.51,81.25,24.07,9412.93,6.42,51.41,29.98,1519.0,,,,34.41,14.47,122.56,-1209211266.0,6.28,6.5,3.59,,19.52,86.05,9317675645.0,3.82,23.9,0.24,0.09,117.85,11.23,2770.0,0.05,11069280277.0,10.86,2650.0,35729411965.0,5.59,864030000.0,16.16,5.1,9522923.0,88.0,87.0,35.12,56.0,20.41,-0.39,,52.5,64.26,47.05,4782164.0,24670.0,68.16,63.8,66.07,93.91,23.25,6.75,1531000000.0,2895000000.0,39.98,1.51,80.99,39.2,12.27,98.82,,,,-6112.0,1330319946.0,14.19,38.89,57.97,3.14,2.37,8.69,51.1,13461888.0,2.4,31.6,0.3,95.4,61.25,79.4,9.5,,16.1,78.5,11096904.0,82.43,151.06,44.18,7.36,98.57,22.15,26340.0,89020000.0,29.11,1867263804.0,76.14,15.79,2364984.0,17.57,80.12,51.02
98.3,,74.91,17.77,9.85,993.0,,4.06,27.25,,,,,1.95,0.42,85.19,-114383150.1,5.34,9.2,4.9,33.75,11.69,59.44,493266400.9,3.93,3.84,0.79,2.81,84.84,57.98,1611.9,10.88,843923638.7,-7.08,5990.0,1310523087.0,5.2,73290000.0,28.75,1.08,53764.0,85.0,62.0,49.2,6.8,11.13,3.13,,40.98,65.89,37.92,72959.0,2780.0,75.5,70.31,72.77,84.63,,,29000000.0,368000000.0,47.04,,31.54,16.6,10.14,385.9,-0.05,-1.19,1.14,-882.0,84419998.17,11.41,37.72,57.17,5.11,1.77,,49.01,218764.0,,4.6,0.64,100.45,7.84,36.0,,32.29,,,179951.0,82.26,105.44,,17.57,562.25,16.52,2840.0,24340000.0,16.34,294681800.1,,10.37,38813.0,17.74,29.21,30.95
100.0,,49.58,38.33,0.02,,,33.08,6.2,,46.0,59.0,,,,,279670104.1,9.1,7.4,,31.04,184.31,,,,,34.71,46.3,,16.67,10.0,,1855382833.0,8.46,59020.0,1991681300.0,3.11,,37.31,,,90.0,89.0,158.16,0.0,36.64,,,,,,,60.0,,,,,,,,,,,118.53,1.5,,,,,-4.26,41.0,,5.25,13.1,66.85,20.04,-0.77,,51.34,33745.0,,,0.84,94.04,33.33,,,25.11,,,803.0,2.38,93.57,61.01,57.67,38464.96,,60.0,,,954382643.4,38.52,,32942.0,97.62,,
78.5,,77.93,43.75,15.27,524.0,1.88,4.17,28.26,2042.7,1288.0,786.0,,15.22,4.82,106.25,-95248349.94,6.39,5.5,3.97,,,62.87,331341886.8,3.82,46.63,1.54,1.18,106.4,53.42,512.8,0.02,524402450.8,1.9,5730.0,1279059010.0,5.52,62420000.0,,8.18,78068.0,97.0,77.0,,114.0,5.04,8.14,,37.77,69.89,35.38,71873.0,960.0,70.42,65.16,67.59,107.87,,,21000000.0,166000000.0,35.66,,84.82,15.1,13.69,323.43,,,,-792.0,72160003.66,39.58,40.04,56.2,3.76,2.02,,50.11,223107.0,0.5,13.1,0.41,,23.64,40.8,2.18,,,,55614.0,24.93,105.92,87.42,16.66,40.34,28.51,960.0,8130000.0,3.89,75017386.46,,15.04,167493.0,75.07,67.64,48.76
100.0,,40.41,80.77,2.68,219247.0,974.17,1.6,17.47,4727.5,29105.0,60526.0,9875946.0,0.65,0.19,174.15,41718207997.0,2.86,18.7,5.81,28.12,32.77,,,2.43,88.66,33.8,21.1,167.23,0.45,9770.0,77.49,874000000000.0,5.08,48460.0,1740000000000.0,,,30.28,0.31,158436056.0,97.0,98.0,24.37,8.2,44.17,3.06,,34.56,79.5,22.41,16336779.0,2149690.0,78.77,75.59,76.94,161.31,31.11,36.7,276000000000.0,153000000000.0,49.08,7.58,126.36,6.7,,,0.64,2.83,-2.24,-153883.0,,0.1,26.18,71.22,2.6,-0.13,47.18,42.24,35950396.0,0.1,3.8,0.51,96.46,19.87,0.1,2.4,29.45,,,5569435.0,15.49,101.51,103.59,74.39,262.42,,2149690.0,,,474000000000.0,100.0,6.62,30380961.0,84.51,4.36,1.72
68.0,,81.55,49.4,15.55,6285.62,11.87,19.89,32.57,1854.7,276486.0,432607.0,769358.0,15.85,10.61,198.07,-3327280244.0,5.92,3.1,3.58,18.59,24.64,106.32,28513132369.0,4.39,8.84,1.21,1.52,179.91,41.7,80281.6,15.53,27520784130.0,6.54,4150.0,70041413822.0,5.61,567770000.0,26.0,1.88,26333300.0,85.0,87.0,44.74,113.0,23.91,2.18,,38.12,64.48,38.92,4993873.0,192530.0,69.28,64.75,67.09,132.73,13.83,26.84,5202000000.0,9699000000.0,54.14,1.74,117.68,38.4,5.18,82.33,3.45,9.3,-5.83,-10091.0,1389400024.0,0.42,41.76,55.08,3.16,2.65,19.14,50.84,16876720.0,0.3,5.7,0.38,63.56,43.03,35.4,25.8,19.8,28.5,46.6,8674634.0,51.4,82.93,46.81,15.73,41.83,,196710.0,212880000.0,28.73,,75.58,3.37,8202086.0,48.6,76.64,54.54
100.0,5.66,53.82,41.44,6.29,17412.0,60.08,31.1,9.1,5769.9,4418.0,5402.0,,8.87,3.1,103.4,-2654390085.0,20.0,9.1,4.97,27.13,54.89,67.86,41166041485.0,1.52,74.99,26.48,37.4,104.24,32.38,27229.4,,63101042898.0,7.73,21700.0,148000000000.0,3.3,358040000.0,21.58,,927101298.0,91.0,75.0,62.88,14.0,25.01,4.09,1.06,49.91,66.95,45.36,3396557.0,84090.0,75.7,70.0,72.78,106.33,44.46,25.38,25564000000.0,33797000000.0,94.07,2.01,123.72,5.3,0.88,78.03,,,-4.14,243.0,533299987.8,2.43,14.27,65.01,20.72,-0.94,20.51,52.07,6834326.0,0.1,2.5,0.41,98.66,39.2,27.2,8.41,27.45,5.7,3.5,2962612.0,43.35,96.83,92.87,69.29,11213.54,10.71,84990.0,142270000.0,16.31,18616661464.0,,10.06,3871714.0,56.65,21.81,26.12
100.0,,45.02,3.37,2.44,8802.0,,0.33,16.8,,,,,,,102.55,-160167987.8,9.3,8.5,2.85,,80.26,,,2.46,542.47,33.56,15.3,151.24,73.26,337.0,0.0,1487173795.0,0.55,28720.0,2851007348.0,5.62,,-11.09,3.34,784869.0,94.0,94.0,103.51,12.0,11.75,9.77,4.7,,,,,460.0,75.6,71.3,73.4,191.65,,,464000000.0,1133000000.0,107.38,2.78,172.67,14.7,,,,,,146.0,,3.04,23.16,68.96,7.89,0.81,,47.31,99258.0,,4.3,0.5,156.17,22.86,1.7,,,0.1,0.4,41716.0,42.03,109.63,102.95,26.87,70372.16,,460.0,,,702584737.7,75.21,,57542.0,57.97,,
