Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
100.0,9.68,57.37,45.73,1.85,11231.0,10.26,32.07,10.6,6113.0,,,,0.66,0.21,92.26,-7686437473.0,13.3,7.1,4.16,33.06,72.73,,,1.83,148.62,37.5,12.4,97.45,34.71,26789.0,2.22,282000000000.0,3.55,46440.0,488000000000.0,4.8,,28.61,20.36,41423396626.0,94.0,97.0,69.77,3.9,30.27,3.84,0.45,51.97,68.06,44.41,5279722.0,77186.83,80.5,74.1,77.22,104.08,70.12,51.26,227000000000.0,212000000000.0,155.62,1.4,126.41,2.8,,,2.43,8.3,-5.85,3621.0,,0.63,16.0,63.54,20.45,-1.81,12.49,50.75,10505772.0,0.1,2.5,0.55,101.12,25.0,17.2,13.15,25.11,,,2709018.0,25.79,101.68,102.09,69.84,75932.73,,78871.04,,,174000000000.0,,2.8,7796754.0,74.21,10.18,15.67
100.0,20.43,57.32,65.45,1.09,,16.27,58.93,10.8,6355.0,905.0,1173.0,1054552.0,0.43,0.3,96.3,35362059761.0,9.8,5.3,1.96,37.04,58.7,,,1.72,132.62,44.96,12.4,102.97,15.73,6293.8,4.2,406000000000.0,6.84,72640.0,425000000000.0,7.0,,33.11,13.77,12558476118.0,97.0,95.0,52.01,3.8,19.59,1.85,0.8,58.07,67.11,46.95,3070703.0,40000.0,83.3,79.6,81.4,106.32,58.02,56.68,126000000000.0,120000000000.0,60.7,1.32,125.78,3.6,,,0.64,-3.39,3.83,22746.0,,0.68,16.17,63.57,20.27,0.43,23.2,50.26,5856733.0,0.1,2.5,0.99,99.68,39.66,39.5,6.0,41.17,0.0,0.0,688752.0,11.76,100.31,131.77,83.98,259654.49,,42920.0,,,82235844736.0,,5.04,5167981.0,88.24,3.83,6.92
65.4,,54.48,73.51,1.84,,6.33,0.13,22.21,1973.9,,,692000.0,6.55,3.04,150.47,-225105811.9,9.15,7.4,2.08,,143.02,93.13,3206547225.0,2.8,17.2,1.39,2.44,135.35,0.25,58.73,,3385825229.0,4.52,5930.0,6552815392.0,,116090000.0,9.04,,52191021.0,59.0,50.0,121.0,203.0,16.29,1.18,,18.19,45.06,29.39,240479.0,23180.0,65.02,59.73,62.31,130.09,,,4147000000.0,4870000000.0,266.32,,44.26,53.7,5.29,159.14,,,,742.0,175940002.4,0.04,30.77,64.73,4.5,1.4,,50.35,1105557.0,,16.8,0.51,,26.15,26.6,0.3,,,,240823.0,21.78,,,,47.04,113.9,23200.0,10000000.0,1.17,588417559.8,,27.55,864734.0,78.22,63.27,46.08
100.0,,41.2,33.33,16.96,,10.0,8.0,13.33,1655.5,403.0,408.0,,,,100.63,-182647499.9,8.99,11.7,3.03,,,67.96,377979729.3,1.6,73.09,20.96,11.1,100.87,63.83,478.7,0.0,555266666.7,6.89,14490.0,1048917815.0,5.47,37100000.0,,3.31,291177.0,92.0,88.0,,16.0,12.17,1.48,13.81,,,,,750.0,76.3,69.73,72.81,102.28,,,20000000.0,230000000.0,45.02,,85.86,31.7,14.23,1091.95,,,,57.0,79069999.69,22.67,19.86,70.82,9.32,0.58,,50.23,72412.0,,6.7,0.53,85.66,34.38,8.8,0.2,,,,20713.0,28.61,92.49,87.17,,51151.74,9.26,750.0,1140000.0,14.91,190843317.1,61.87,,51699.0,71.4,,
98.1,21.58,52.74,51.1,5.67,3106.0,30.37,18.45,18.43,5232.0,54305.0,64961.0,2184754.0,2.92,0.93,119.04,-2685300000.0,6.68,10.5,2.11,17.38,21.75,49.02,43884654718.0,2.27,162.19,10.32,10.4,114.96,45.28,21521.9,0.77,94243425938.0,12.27,20830.0,232000000000.0,3.75,126520000.0,27.86,8.48,565390971.0,84.0,88.0,30.98,43.0,32.66,8.24,10.54,50.93,75.45,40.38,5101650.0,47531.0,76.29,69.3,72.62,106.86,,,12487000000.0,24282000000.0,39.01,0.65,87.56,33.2,0.5,40.33,0.69,3.56,-2.95,-14966.0,448420013.4,7.47,27.36,65.47,7.17,1.07,30.48,49.79,11117873.0,1.0,6.3,0.39,87.73,27.89,14.8,23.5,15.96,3.7,5.2,1866357.0,16.79,96.87,75.7,56.47,142.2,17.61,146839.31,15380000.0,16.72,13124643489.0,100.0,7.7,9251516.0,83.21,29.82,47.32
100.0,2.36,50.92,22.02,8.0,15996.0,2.24,4.12,16.82,4015.0,1509.0,28915.0,2632031.0,23.66,9.56,104.34,3097733032.0,6.72,4.4,3.26,26.66,27.0,55.57,58070204213.0,2.03,367.85,14.03,10.4,101.69,50.06,124335.6,32.29,107000000000.0,9.82,13240.0,236000000000.0,3.65,192050000.0,23.87,4.84,77485367.0,72.0,65.0,26.15,46.0,27.44,0.13,14.02,53.72,78.07,41.2,8652009.0,248360.0,77.46,70.26,73.67,94.55,7.0,13.49,26699000000.0,25690000000.0,48.76,2.24,94.34,12.6,0.28,16.9,2.31,6.19,-3.97,35894.0,300779998.8,5.73,26.1,66.26,7.64,1.18,27.78,50.07,17797737.0,0.4,13.9,0.45,93.94,39.42,18.9,442.4,23.32,19.1,23.7,6342935.0,35.64,98.21,95.23,,429.04,15.84,256370.0,65550000.0,22.65,7912190380.0,88.81,4.55,11454802.0,64.36,61.83,45.19
100.0,-1.13,60.84,4.05,11.44,57871.0,7750.0,3.09,22.56,7338.5,22733.0,43811.0,7226065.0,18.95,2.5,104.17,-18610768182.0,6.33,20.9,3.06,,10.56,35.41,146000000000.0,2.92,542.57,9.77,9.94,109.2,0.05,449.8,31.7,425000000000.0,3.29,15360.0,1680000000000.0,,5626460000.0,10.85,3.17,645859214.0,96.0,96.0,19.3,10.0,31.19,5.21,,15.57,70.12,18.01,31447172.0,995450.0,72.61,67.94,70.22,122.85,31.4,22.73,41310000000.0,74453000000.0,27.26,1.12,94.68,18.7,1.93,72.68,,,,-32370.0,7941390137.0,0.96,33.05,62.17,4.77,1.66,24.44,49.42,109262178.0,0.1,7.2,0.25,97.47,27.7,6.1,1.0,,27.1,23.7,62430223.0,57.14,99.75,85.59,,38.68,32.25,1001450.0,219110000.0,31.09,39824388217.0,86.9,7.44,46831955.0,42.86,28.32,22.75
97.9,5.59,51.31,57.71,4.81,13969.0,13.55,34.8,16.03,2950.3,45705.0,59690.0,294326.0,6.5,3.67,107.86,-1250461218.0,8.66,6.3,3.26,24.88,28.78,72.89,20326023715.0,1.8,92.2,9.81,13.7,102.41,27.96,5793.8,3.89,29043140000.0,11.9,10090.0,63692919937.0,3.58,180740000.0,19.32,7.18,348626313.0,78.0,85.0,53.06,38.0,24.1,3.47,18.17,45.08,75.31,40.99,2768977.0,20720.0,75.15,66.08,70.75,94.69,17.04,19.13,6395000000.0,14617000000.0,72.35,1.22,175.34,12.3,0.78,33.77,-3.72,-0.81,-2.91,-27343.0,213240005.5,7.72,25.76,66.09,8.15,0.34,17.54,52.38,6314167.0,0.5,7.7,0.43,83.84,27.38,21.9,15.63,24.8,13.7,13.5,1634233.0,25.88,89.4,66.04,30.13,152.83,65.91,21040.0,32150000.0,67.91,3426052270.0,,4.33,4679934.0,74.12,43.59,25.89
66.8,,72.16,3.74,2.88,1238.0,0.08,1.89,30.5,,,,,8.76,3.27,103.56,,9.04,5.5,5.18,10.36,45.13,,,4.27,18.39,0.1,0.64,102.85,86.99,24400.6,,12215878033.0,0.86,13550.0,22154736585.0,,14650000.0,,,,53.0,53.0,31.84,275.0,50.39,-0.1,,49.66,56.77,42.35,535701.0,28050.0,62.73,58.78,60.59,99.23,,,5700000000.0,1746000000.0,60.95,1.46,49.97,76.0,0.14,7.81,,,2.62,6486.0,12770000.46,1.68,38.77,58.09,3.15,2.38,,47.18,1634466.0,6.7,,0.41,,23.0,5.2,26.0,15.32,,,432136.0,26.44,,,,21.41,,28050.0,1730000.0,,44271185.59,,9.19,1202330.0,73.56,86.54,72.05
52.5,,77.9,62.72,,,20.79,5.7,28.62,639.9,,,,23.38,12.67,100.35,,6.73,6.5,6.37,,,,761804727.5,3.87,3.0,0.15,1.97,105.5,8.69,10521.0,,,,,,,44390000.0,,,,95.0,93.0,,74.0,,,,70.44,84.47,46.89,1684158.0,121040.83,68.66,64.35,66.54,108.55,14.67,9.72,489000000.0,602000000.0,38.89,,49.75,38.0,,12.14,,,,-14988.0,43950000.76,0.02,39.78,56.21,4.01,1.8,,50.67,3620312.0,0.5,,0.33,,,80.7,2.8,,,,2100324.0,58.02,,,,0.83,,121630.33,3750000.0,,,,6.34,1519988.0,41.99,80.29,61.97
100.0,16.51,58.33,23.09,1.97,,7.87,16.37,10.0,3502.4,907.0,1005.0,227000.0,0.3,0.1,101.94,-1002334986.0,14.0,6.5,3.73,34.74,80.27,,,1.61,103.49,37.36,22.3,98.2,57.04,24384.0,6.84,36864792512.0,7.25,43940.0,58479129646.0,5.26,,28.53,20.63,2681060611.0,90.0,89.0,81.27,9.3,23.4,4.65,1.96,57.82,69.42,48.78,702984.0,42750.0,81.4,72.7,76.94,95.03,46.83,29.46,21560000000.0,23613000000.0,122.54,2.01,149.08,2.0,,,0.47,3.13,-2.56,2995.0,,0.12,16.47,63.16,20.37,0.11,,52.57,1330932.0,0.7,2.5,0.62,98.23,25.74,38.0,12.71,30.01,,,407066.0,30.59,98.81,113.01,73.15,96297.93,,45340.0,,,2371477145.0,,6.18,923866.0,69.42,4.5,8.01
82.9,4.67,64.0,69.48,8.1,811.0,40.45,10.29,24.13,1432.4,,,,2.28,2.12,105.66,125317735.1,11.36,4.6,3.91,24.39,44.05,26.38,1178834584.0,2.84,57.77,2.55,3.32,104.57,29.0,4987.7,1.18,4850842541.0,10.68,9440.0,11255085911.0,5.29,112770000.0,19.73,0.33,4198951.0,77.0,80.0,44.9,329.0,32.55,,12.66,47.21,53.88,47.37,391180.0,17200.0,61.25,53.37,57.07,100.3,17.63,2.23,2068000000.0,2123000000.0,86.4,1.78,120.05,51.6,2.79,104.87,-0.71,3.94,-4.59,-4897.0,125029998.8,1.05,35.03,60.98,3.99,0.98,,50.36,1192271.0,26.8,11.6,0.4,,9.59,65.4,2.64,24.86,,,901726.0,75.63,,,,88.91,6.91,17360.0,5190000.0,2.91,572281510.9,,35.71,290545.0,24.37,40.73,27.69
54.2,13.44,75.75,34.2,37.58,99415.0,8.65,14.46,32.38,2891.7,2451436.0,1995326.0,,39.59,23.17,114.29,-4507268340.0,6.78,5.0,6.79,8.42,7.63,27.09,29983672807.0,4.16,42.07,0.4,0.73,113.71,15.06,169955.0,0.0,111000000000.0,5.64,2610.0,315000000000.0,4.07,3344300000.0,25.08,8.55,24782074.0,65.0,54.0,16.71,119.0,21.85,26.84,,74.61,86.03,46.68,57984973.0,1128571.27,68.29,61.91,64.98,112.51,15.88,16.07,3949000000.0,15973000000.0,17.91,0.49,53.62,48.0,3.68,33.84,3.03,5.2,-2.71,-1391.0,4070649902.0,2.02,39.96,56.9,3.14,2.6,4.16,49.75,120283026.0,0.8,21.9,0.35,,42.59,90.6,122.0,6.55,6.0,29.1,93611468.0,77.83,102.68,,,7.31,,1136239.54,188850000.0,21.31,,,3.94,26671558.0,22.17,87.55,83.45
100.0,,62.79,70.12,14.23,,,0.05,13.0,,,,,,,99.07,,8.1,3.8,,,52.61,,,2.32,,34.6,28.8,102.82,0.06,0.8,,3655063938.0,5.76,69830.0,3693425604.0,,,,,,,,52.13,,19.53,,,,,,,1370.0,85.3,81.0,83.1,103.07,,,,,,,111.96,,,,,,,0.0,,,20.67,61.43,17.9,0.9,,48.23,52889.0,,,1.01,,,5.1,,,,,30367.0,57.42,,,,6352.93,,12960.0,,,,,,22522.0,42.58,,
92.1,,52.98,17.06,15.28,5791.0,0.3,4.2,19.35,3887.2,,,,17.1,16.04,110.62,-686576959.1,8.86,17.7,2.27,34.56,27.25,50.04,2028852201.0,2.48,76.17,2.52,5.29,115.07,62.76,11467.0,0.02,4305031650.0,-4.88,9980.0,9225707520.0,4.85,284480000.0,3.88,1.91,1950223.0,99.0,99.0,54.47,66.0,16.67,0.16,,37.07,73.78,33.59,363896.0,18270.0,68.88,65.43,67.11,123.59,9.96,7.87,815000000.0,2116000000.0,68.08,1.6,107.23,27.7,15.03,659.06,9.9,22.5,-12.6,-6003.0,609369995.1,3.38,28.91,65.37,5.72,0.45,,49.85,924610.0,0.3,6.6,0.44,112.4,21.57,29.7,28.55,19.01,,,390740.0,42.26,110.81,92.15,76.65,253.08,2.95,18270.0,53530000.0,3.98,1517816546.0,94.21,4.68,533870.0,57.74,28.06,32.16
100.0,11.22,62.13,7.46,2.44,42598.0,2.8,7.38,9.0,2777.3,2534.0,2554.0,1409037.0,0.68,0.82,78.32,1222430602.0,10.4,6.1,5.15,27.2,39.48,,,1.46,98.08,33.64,3.74,92.45,73.73,224090.0,7.0,296000000000.0,2.84,58690.0,325000000000.0,6.54,,24.52,10.29,5489726511.0,89.0,93.0,39.44,3.5,23.99,2.19,,55.92,63.72,47.65,2799859.0,303947.7,84.6,79.3,81.89,99.87,50.35,46.12,81996000000.0,86013000000.0,56.67,1.26,129.15,2.3,,,-0.98,2.3,-3.28,14928.0,,0.01,15.43,61.68,22.89,0.21,23.76,50.6,5541017.0,,2.5,0.93,99.28,46.0,50.2,107.0,22.6,0.0,0.0,798128.0,14.4,99.35,143.36,100.87,104960.88,,338470.0,,,16744106303.0,,7.61,4742889.0,85.6,8.17,13.04
100.0,9.21,63.12,52.15,1.62,332174.0,12.34,32.79,11.0,7171.3,,,6398943.0,0.43,0.27,96.52,9868141920.0,9.8,5.3,3.23,23.84,30.03,,,1.84,153.32,47.64,57.6,96.72,31.66,173364.0,3.2,2960000000000.0,6.44,55020.0,3730000000000.0,5.43,,23.57,21.92,97729573744.0,96.0,94.0,31.92,7.6,16.4,1.64,1.14,52.2,59.84,48.83,31271173.0,547557.0,85.5,79.3,82.32,96.97,62.59,51.7,585000000000.0,715000000000.0,43.93,1.92,116.69,4.1,,,0.92,6.58,-5.76,20614.0,,1.85,17.37,61.3,21.32,0.29,22.86,51.66,67764304.0,0.3,2.5,0.81,,39.51,16.2,200.0,16.88,0.0,0.0,12711228.0,18.76,102.58,104.52,69.94,39689.98,,549086.87,,,244000000000.0,,7.87,55053076.0,81.24,6.63,8.68
100.0,,45.64,13.97,,,,0.72,12.76,,,,,0.31,0.33,102.15,,5.38,25.2,2.6,,13.1,,,1.7,,26.72,47.9,103.74,43.06,1494.6,0.06,6150640646.0,2.09,,,,,,23.28,23343057.0,,,38.53,13.0,,,,49.61,62.13,44.05,133089.0,3471.0,82.63,76.98,79.49,107.91,,,119000000.0,1981000000.0,34.14,,106.21,,,,,,,-378.0,,7.49,21.71,68.66,9.63,0.7,,49.42,304032.0,,5.1,,,,7.4,,,,,115331.0,37.93,,,,1476.82,,3471.0,,,,,12.49,188701.0,62.07,13.35,19.36
91.8,,67.56,8.36,6.02,,0.08,1.26,27.14,1587.6,,,,1.3,0.59,105.3,,7.26,5.5,6.47,13.51,55.54,45.78,7806030500.0,3.49,28.25,2.65,1.33,104.82,91.27,235187.2,52.31,20217946921.0,1.47,16490.0,38608290592.0,2.7,46310000.0,,1.48,40017534.0,75.0,64.0,18.95,513.0,50.92,1.09,,37.8,54.34,39.77,688927.0,257670.0,68.49,63.49,65.82,102.67,10.09,5.39,8031000000.0,3646000000.0,57.76,1.54,134.32,39.9,0.58,42.09,-0.72,0.88,-1.42,1516.0,98550003.05,0.66,36.42,59.68,3.9,2.1,,49.07,2341179.0,3.0,23.0,0.44,82.02,16.2,91.3,164.0,14.54,12.8,20.2,224215.0,9.58,99.95,71.44,14.74,40.58,,267670.0,28060000.0,15.31,,,21.23,2116964.0,90.42,37.59,28.08
63.7,17.84,84.98,62.65,23.58,,3.39,43.48,33.26,1056.8,40004.0,62633.0,,11.72,8.84,63.04,-86877349.87,7.54,1.9,3.11,,6.62,54.42,1081432814.0,4.68,2.24,0.19,2.33,65.74,23.41,2369.33,45.67,2014158843.0,5.26,2640.0,6976646478.0,3.04,142070000.0,24.02,0.0,20.0,82.0,79.0,35.48,149.0,15.88,7.37,,56.18,65.14,47.17,903526.0,10120.0,63.53,60.66,62.08,73.24,15.08,3.9,33000000.0,607000000.0,31.78,0.77,101.44,47.2,12.62,93.9,,,,-1960.0,247899993.9,0.69,43.5,54.06,2.44,2.53,,50.26,2639916.0,1.5,19.6,0.28,74.41,8.62,48.6,3.0,,51.9,73.9,970908.0,36.78,91.21,101.39,,45.08,5.81,11300.0,38290000.0,28.08,652670952.2,87.6,6.21,1669008.0,63.22,81.54,66.65
100.0,-5.6,55.4,34.25,7.23,1000.0,2.77,4.49,13.41,2748.8,,,401269.0,23.9,10.76,126.82,-1942563332.0,15.17,5.7,3.86,27.2,42.67,126.31,22053309339.0,2.08,,26.65,9.11,117.43,40.62,28224.0,0.79,18853115589.0,10.64,17740.0,65780416560.0,3.59,274720000.0,10.42,1.6,16787165.0,85.0,90.0,58.93,64.0,21.07,9.57,,56.12,73.62,47.46,1876551.0,69490.0,76.68,66.8,71.69,104.5,28.89,14.25,4243000000.0,10099000000.0,76.07,1.61,147.75,9.5,4.35,207.4,-1.65,4.25,-5.89,-2734.0,769179992.7,1.84,21.09,64.35,14.56,-0.38,29.09,52.98,3708610.0,0.3,2.9,0.27,88.8,19.33,25.2,58.13,24.86,2.3,2.7,1488191.0,40.13,102.97,106.0,76.82,3725.12,55.54,69700.0,68860000.0,29.46,4270945063.0,,11.79,2220419.0,59.87,45.08,49.35
100.0,14.52,56.36,47.49,0.71,368400.0,24.11,33.37,9.6,6998.1,16955.0,26897.0,14710963.0,0.47,0.25,90.39,312000000000.0,12.3,6.9,2.7,16.68,47.28,,,1.58,130.14,44.06,46.0,94.49,32.68,114190.0,2.6,4280000000000.0,3.16,64330.0,5350000000000.0,5.45,,30.87,15.39,212000000000.0,91.0,97.0,41.88,5.0,27.03,3.07,0.83,55.47,65.83,46.71,43386527.0,349390.0,83.3,78.4,80.79,97.06,72.23,60.64,1640000000000.0,1420000000000.0,71.48,1.33,127.56,3.6,,,0.28,4.29,-3.99,312735.0,,0.58,13.87,63.96,22.17,0.04,9.66,50.66,83196078.0,0.1,2.5,0.83,100.97,34.92,17.6,107.0,12.51,0.0,0.0,18682511.0,22.46,101.35,101.2,75.67,113297.58,,357590.0,,,296000000000.0,,3.64,64513567.0,77.54,4.12,5.1
86.3,3.78,68.72,55.39,19.66,13321.0,4.78,20.7,27.55,2360.5,464214.0,466109.0,1604724.0,11.46,4.65,131.73,-2541432817.0,7.63,2.6,2.88,20.75,30.06,58.05,44746812268.0,3.56,37.37,0.35,0.97,130.54,35.13,79929.33,26.66,79524421861.0,5.08,6340.0,208000000000.0,3.42,737680000.0,15.59,0.73,8559644.0,98.0,94.0,32.65,136.0,28.41,9.97,1.84,64.85,71.77,48.03,14064388.0,227533.0,66.01,61.63,63.8,116.02,10.56,10.84,14727000000.0,13629000000.0,35.66,0.38,123.21,43.8,1.61,37.72,,9.17,-9.24,-11253.0,1238469971.0,11.9,37.25,59.27,3.48,2.01,18.42,50.12,32833031.0,1.7,4.9,0.37,,14.55,39.0,30.3,14.93,5.0,22.6,13794798.0,42.02,97.9,75.31,19.19,49.52,51.85,238530.0,158110000.0,14.38,9916916900.0,65.52,3.34,19038233.0,57.99,77.87,62.37
100.0,,60.08,,,,,,10.71,,,,,,,,,11.55,,,,,,,1.85,,59.86,46.6,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,81.7,77.11,79.33,,,,,,,,104.53,,,,,,,-58.0,,,17.1,62.47,20.43,-0.12,,50.05,32669.0,,,,131.67,,0.0,,,,,0.0,0.0,126.98,121.48,,18519.09,,10.0,,,,,,32669.0,100.0,,
100.0,-2.16,57.65,45.52,3.68,108338.0,17.63,16.54,8.1,4194.7,12106.0,12031.0,6077102.0,4.23,2.15,101.56,-13857822381.0,13.6,6.4,2.71,43.55,40.94,,,1.43,149.97,41.92,46.4,100.47,30.27,39018.0,28.2,215000000000.0,8.38,32760.0,346000000000.0,4.08,,9.83,12.28,2250610346.0,99.0,97.0,48.71,2.1,15.08,1.22,0.85,43.86,57.18,44.8,4571642.0,128900.0,82.9,77.4,80.08,97.28,31.77,26.47,47218000000.0,77105000000.0,57.91,3.86,110.04,4.0,,,2.87,10.63,-7.77,-14806.0,,8.44,14.06,63.43,22.51,-1.22,29.83,51.01,10569207.0,0.2,2.5,0.62,96.34,21.67,21.5,58.0,35.34,2.7,0.3,2109825.0,19.96,97.33,104.78,150.61,11384.39,,131960.0,,,14447242598.0,,14.66,8459382.0,80.04,20.51,26.47
100.0,,43.57,0.59,17.49,,,,13.4,,,,,,,,,9.4,3.3,,,35.44,,,1.82,,29.94,,,0.0,2.2,,3235809504.0,1.29,,,,,,,,,,49.72,70.0,16.06,,,,,,,410450.0,73.75,69.97,71.81,,,,802000000.0,1066000000.0,57.73,,118.42,,,,,,,-62.0,,,20.89,69.65,9.46,0.51,,47.38,56653.0,,,0.84,,,11.6,,,,,7078.0,12.49,,,,4377.53,,410450.0,,,,,,49575.0,87.51,,
93.7,,51.32,23.53,5.34,,7.05,8.82,15.96,994.8,1383.0,1220.0,22117.0,,,85.42,-162343988.1,8.15,12.6,2.78,,,70.14,725553605.6,2.0,64.63,26.12,22.3,94.7,52.06,177.0,0.03,1122800000.0,4.69,13060.0,1628028115.0,4.09,28660000.0,,1.24,90309.0,77.0,70.0,,3.1,14.55,1.22,4.01,,,,,340.0,77.9,72.21,74.94,137.92,,,35000000.0,447000000.0,42.93,,81.07,16.0,6.65,546.83,,,,-85.0,68139999.39,11.76,24.07,66.08,9.84,0.76,,49.96,124610.0,,,0.63,85.58,46.67,10.2,0.2,,,,78886.0,63.31,83.4,,,585.83,34.56,340.0,1320000.0,12.59,348259248.6,65.06,,45724.0,36.69,,
100.0,,60.66,29.63,,,,1.85,16.38,,,,,0.99,0.46,,,7.34,19.1,,,3.1,,,2.57,,1.83,42.8,,51.85,280.0,,6234000000.0,2.06,,,,,,,,,,58.74,39.0,,,,56.46,68.68,45.16,78638.0,540.0,80.7,72.98,76.66,,,,44000000.0,808000000.0,13.67,,,,,,,,,-244.0,,12.96,26.3,62.24,11.46,0.77,,49.64,170534.0,,,,,,4.5,,,,,8501.0,4.99,,,,1108.28,,540.0,,,,,6.0,162033.0,95.02,6.64,11.84
97.9,8.6,60.85,43.04,9.3,48.0,3.04,14.5,21.12,2194.1,91268.0,90146.0,1735500.0,12.11,6.72,99.72,1890468140.0,6.5,13.1,4.42,13.34,17.71,32.11,26951811120.0,2.4,219.35,3.48,13.2,107.03,32.81,35162.0,2.71,86053083476.0,8.0,11810.0,202000000000.0,3.11,450460000.0,19.04,5.17,332469285.0,79.0,81.0,31.78,26.0,22.34,4.26,19.99,38.35,80.46,33.24,6764382.0,107160.0,72.65,66.01,69.24,118.58,24.87,22.4,13753000000.0,26607000000.0,46.9,0.4,125.65,22.9,0.61,29.96,1.84,2.88,-1.15,-29118.0,512549987.8,11.04,32.93,62.17,4.9,1.48,17.44,50.5,17109746.0,0.2,13.3,0.42,88.5,19.38,62.1,109.2,12.72,43.4,36.8,8170759.0,47.76,103.81,48.32,,126.01,6.51,108890.0,56750000.0,9.36,20934881435.0,,2.17,8938987.0,52.25,52.52,36.82
46.8,-16.28,82.45,59.57,27.32,,0.39,12.62,34.43,1344.9,246709.0,144387.0,,24.34,10.52,143.63,4638730000.0,9.99,2.1,5.13,,42.99,33.32,4607551461.0,4.4,6.86,0.01,0.0,138.17,25.02,61490.0,,16091817842.0,3.9,3210.0,43433433101.0,2.04,394000000.0,-0.56,,,47.0,47.0,62.81,175.0,28.84,12.6,,41.76,63.67,41.14,4121670.0,245720.0,60.1,57.6,58.89,102.32,,,10239000000.0,4187000000.0,89.65,1.48,101.94,98.7,4.28,43.76,,,,-4367.0,592090026.9,3.41,41.83,54.81,3.36,2.44,14.71,50.59,13531906.0,1.5,12.9,0.32,63.18,,66.8,226.0,,,,8489377.0,62.74,97.96,35.95,6.72,7.17,,245860.0,50570000.0,1.63,,69.2,5.77,5042529.0,37.26,87.11,74.33
