Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
100.0,7.69,57.07,41.94,1.9,37123.0,18.44,24.32,6.8,5562.8,11816.0,12074.0,1619953.5,1.35,0.74,95.16,-319279309.5,11.9,6.4,2.51,24.83,32.11,51.52,13759708513.0,1.25,133.22,31.29,33.5,99.4,32.53,96199.4,3.1,28144331507.0,8.31,50540.0,70041413822.0,4.22,258655000.0,24.13,7.77,95210004.0,94.0,94.0,29.96,4.6,23.2,1.87,2.455,40.1,57.62,42.64,4154629.0,295717.0,84.9,80.5,82.65,107.33,53.68,43.54,8031000000.0,10024000000.0,54.9,1.72,131.86,2.8,3.265,60.85,0.665,4.69,-4.13,-563.5,480160003.65,7.33,12.65,63.67,23.68,-0.52,19.28,51.26,59133173.0,0.2,2.5,0.73,97.71,35.71,17.5,182.5,27.16,8.55,13.9,16944019.0,28.65,101.09,101.83,71.27,597.575,22.02,302068.0,62150000.0,14.025,8424740406.0,94.645,9.5,4022829.0,71.35,12.54,18.43
100.0,8.385,38.0,38.5,8.34,15844.0,12.38,11.08,11.71,1118.0,11816.0,12074.0,1619953.5,1.07,0.73,104.45,149262141.4,8.8,11.1,3.85,24.83,34.89,51.52,17782171681.0,1.35,65.29,14.57,16.7,105.65,55.47,6007.73,3.38,14657586159.0,4.6,9340.0,26400811208.0,5.63,64830000.0,22.195,2.47,1034853.0,90.0,88.0,42.61,3.2,20.93,5.86,2.455,60.42,74.33,45.55,1516188.0,10830.0,72.54,68.47,70.5,106.92,1.3,18.77,1481000000.0,5971000000.0,50.84,1.47,102.75,18.9,0.41,20.72,0.665,4.69,-4.13,-5664.0,58580001.83,6.28,20.3,72.46,7.24,0.26,21.72,50.39,2827695.0,0.4,8.3,0.54,97.09,28.57,10.5,10.82,20.955,8.55,13.9,1225749.0,43.35,90.64,87.28,55.27,177.53,22.02,10990.0,8470000.0,14.025,4837564537.0,94.645,5.19,1601946.0,56.65,30.14,37.6
100.0,8.385,71.12,12.78,1.01,15844.0,18.23,11.21,6.6,6787.3,11816.0,12074.0,1619953.5,3.78,0.74,95.82,-319279309.5,11.7,6.6,3.25,21.64,18.13,51.52,13759708513.0,1.3,216.96,35.94,48.9,100.37,68.41,20515.57,1.35,28144331507.0,2.56,46680.0,70041413822.0,3.34,258655000.0,29.55,18.0,95210004.0,99.0,95.0,18.65,11.0,29.26,-0.23,2.455,53.55,71.31,44.6,4154629.0,364500.0,87.57,81.47,84.45,104.09,30.3,22.42,8031000000.0,10024000000.0,30.29,1.02,160.88,2.3,3.265,60.85,0.665,4.69,-4.13,-563.5,480160003.65,0.72,11.77,58.44,29.79,-0.46,21.72,51.4,6719538.0,0.4,3.2,0.9,97.09,9.68,8.8,32.15,20.955,8.55,13.9,10221684.0,8.13,102.22,102.16,63.17,597.575,22.02,377974.0,62150000.0,14.025,8424740406.0,94.645,2.83,4022829.0,91.87,7.53,8.62
99.9,8.385,57.07,11.52,4.79,19200.0,9.245000000000001,2.24,21.95,1532.0,11816.0,12074.0,1619953.5,0.2,0.42,95.89,-3717605634.0,3.87,15.4,3.39,24.83,30.31,51.52,13759708513.0,2.83,138.9,6.46,3.69,109.96,1.1,975.0,0.71,46296100141.0,3.66,9070.0,101000000000.0,3.14,258655000.0,17.69,1.71,109412830.0,77.0,76.0,50.18,4.2,23.42,1.35,2.455,52.455,61.22,44.875,2905249.0,88794.0,76.77,72.13,74.26,133.64,37.39,19.9,9358000000.0,21542000000.0,66.74,1.495,65.26,14.6,7.48,60.85,0.665,4.69,-4.13,14374.0,480160003.65,0.92,32.61,63.67,3.72,1.99,19.57,48.15,11148278.0,0.1,5.2,0.46,96.96,11.54,11.5,0.68,20.955,8.55,13.9,933557.0,8.37,98.0,90.06,30.45,143.79,22.02,89318.0,62150000.0,14.025,8424740406.0,94.645,6.035,10214721.0,91.63,2.64,9.57
100.0,8.385,59.95,79.19,5.03,72454.0,38.21,10.99,23.5,1048.8,11816.0,12074.0,1619953.5,0.08,0.1,108.65,-2672736623.0,9.61,6.6,5.81,24.83,33.64,51.52,13759708513.0,3.32,4.45,13.95,15.1,115.29,1.29,34839.19,3.38,197000000000.0,4.3,29730.0,571000000000.0,4.39,72980000.0,24.5,5.99,2117626840.0,95.0,97.0,25.02,72.0,35.27,8.04,2.455,64.39,75.38,49.38,9402181.0,91605.6,74.03,66.33,70.23,123.89,38.69,16.91,60625000000.0,41171000000.0,51.64,0.82,127.48,10.0,0.03,3.0,0.665,4.69,-4.43,-18917.0,57549999.24,0.05,29.53,62.52,7.95,2.3,16.36,51.92,19191356.0,0.4,2.5,0.3,97.0,27.1,2.0,64.35,20.955,8.55,13.9,8094722.0,42.18,100.47,95.73,61.23,4467.43,22.02,100430.0,37280000.0,14.025,34377998806.0,94.645,5.56,11096634.0,57.82,23.55,25.55
76.5,7.15,70.18,48.69,21.48,50778.0,19.48,10.19,27.69,1487.7,11816.0,12074.0,1619953.5,30.41,1.81,133.91,-319279309.5,8.06,4.0,4.76,24.83,10.77,38.21,13759708513.0,3.34,60.66,1.48,0.12,123.29,6.34,36110.9,0.92,110000000000.0,7.59,5270.0,279000000000.0,4.89,258655000.0,16.26,3.13,57056299.0,91.0,89.0,19.92,249.0,17.15,6.11,2.455,72.23,75.22,49.78,4154629.0,569140.0,64.09,58.94,61.43,103.55,20.42,15.05,6739000000.0,19559000000.0,23.97,1.07,122.79,41.9,2.95,59.94,0.665,4.69,-4.51,-563.5,480160003.65,1.07,38.4,58.76,2.84,1.94,21.72,50.42,53005614.0,0.4,5.2,0.39,97.09,21.61,67.7,20.7,18.01,8.55,13.9,1735323.5,71.51,99.91,95.23,55.27,261.26,22.02,580370.0,62150000.0,14.025,9490896581.0,94.645,5.69,15102890.0,28.49,69.01,52.1
92.8,8.385,66.43,41.98,6.56,3312.79,9.245000000000001,2.47,27.21,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,92.93,20250958.69,6.24,7.4,6.85,24.83,3.72,51.52,13759708513.0,3.3,0.0,0.09,0.0,94.6,1.46,11.8,0.02,289207526.3,8.71,4730.0,609864880.0,4.255,56000000.0,22.195,2.3,4264.0,90.0,80.0,69.79,42.0,24.14,2.05,2.455,52.455,69.39500000000001,44.875,4154629.0,810.0,69.1,65.5,67.42,110.97,30.3,22.42,9000000.0,176000000.0,63.97,1.495,40.84,57.7,3.265,60.85,0.665,4.69,-4.13,-296.0,72860000.61,1.63,36.17,60.09,3.74,1.89,21.72,51.33,128874.0,0.4,12.1,0.74,98.54,6.67,42.2,32.15,20.955,8.55,13.9,56273.0,43.67,100.46,86.41,55.27,38.8,22.02,810.0,18780000.0,14.025,8424740406.0,94.645,6.035,72601.0,56.34,29.265,27.884999999999998
100.0,8.385,43.48,21.55,6.56,9.33,12.92,19.06,13.24,3461.4,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,93.76,-319279309.5,9.31,8.6,6.48,24.83,34.89,51.52,13759708513.0,1.81,18.87,11.86,4.5,93.54,49.9,60088.6,3.38,28144331507.0,5.15,16040.0,70041413822.0,4.255,20300000.0,22.195,5.99,95210004.0,90.0,89.0,42.61,42.0,24.14,3.4450000000000003,2.455,68.64,78.37,47.66,15453092.0,120410.0,75.74,70.83,73.28,94.67,30.3,22.42,80000000.0,631000000.0,57.73,1.495,111.96,15.8,3.265,0.78,0.665,4.69,-4.13,-1589.0,20129999.16,2.08,18.95,69.69,11.36,0.4,21.72,50.55,25971909.0,0.4,5.2,0.44,97.09,17.61,14.7,67.0,20.955,8.55,13.9,9702586.0,37.36,99.91,95.23,55.27,6.31,22.02,120540.0,2230000.0,14.025,8424740406.0,94.645,3.13,16269323.0,62.64,87.87,75.67
100.0,8.385,39.94,16.42,1.86,15844.0,45.02,13.76,5.1,6826.1,11816.0,12074.0,1619953.5,7.28,1.02,95.82,-319279309.5,6.2,6.8,5.32,24.83,41.88,51.52,13759708513.0,0.81,281.48,44.25,44.8,102.0,64.31,62770.0,6.21,28144331507.0,4.3,49120.0,70041413822.0,4.87,258655000.0,36.75,5.99,95210004.0,98.0,98.0,38.32,44.0,32.43,2.5,2.455,53.62,72.63,42.72,4154629.0,97600.0,86.6,80.6,83.53,108.55,30.3,22.42,8031000000.0,10024000000.0,69.26,2.81,140.57,2.9,3.265,60.85,0.665,4.69,-4.13,-563.5,480160003.65,2.09,11.89,71.46,16.65,-0.13,21.72,50.06,51769539.0,0.4,2.5,0.72,98.48,19.0,3.6,64.85,20.955,8.55,13.9,9621887.0,18.59,98.68,98.1,55.27,7334.12,22.02,100430.0,62150000.0,14.025,8424740406.0,94.645,3.64,4022829.0,81.41,17.68,20.18
100.0,8.385,46.87,38.53,6.92,15844.0,9.245000000000001,10.295,11.14,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,-818350534.7,7.22,7.4,3.99,24.83,33.41,51.52,3344115219.0,1.52,92.2,11.86,12.4,105.58000000000001,30.27,20515.57,3.38,9413403724.0,10.75,12600.0,22500265187.0,4.255,281030000.0,27.22,5.99,95210004.0,90.0,89.0,65.23,42.0,27.45,3.35,2.455,52.455,69.39500000000001,44.875,4154629.0,91605.6,79.55,74.15,76.81,105.97,30.3,22.42,8031000000.0,10024000000.0,57.73,0.85,111.96,10.0,4.73,60.85,0.665,4.69,-4.13,-15050.0,453500000.0,1.63,22.0,68.09,9.91,-0.23,21.72,50.16,1786038.0,0.4,5.2,0.43,97.09,23.78,20.2,32.15,20.955,8.55,13.9,1735323.5,36.905,99.91,95.23,55.27,597.575,22.02,100430.0,70330000.0,11.67,1244319385.0,94.645,6.035,4022829.0,63.095,29.265,27.884999999999998
100.0,8.385,34.37,8.42,0.49,20436.0,9.245000000000001,0.45,10.41,3062.55,11816.0,12074.0,1619953.5,0.02,0.01,104.95,-319279309.5,2.91,7.4,7.75,24.83,34.89,51.52,13759708513.0,2.11,92.2,1.62,12.4,111.4,0.35,62.5,3.38,142000000000.0,1.7,58120.0,247000000000.0,4.255,258655000.0,22.195,1.19,33548389.0,94.0,94.0,42.61,20.0,24.14,3.42,2.455,46.71,84.8,44.875,2367558.0,17820.0,81.46,77.19,78.67,116.09,7.46,31.92,63128000000.0,31889000000.0,67.02,1.495,162.78,8.7,3.265,60.85,0.665,4.69,-4.13,-563.5,480160003.65,0.34,21.12,74.42,4.46,0.86,21.72,50.355000000000004,4250114.0,0.1,2.5,0.67,97.09,1.54,0.1,0.0,20.955,8.55,13.9,0.0,0.0,99.91,95.23,61.56,411.05,22.02,17820.0,62150000.0,14.025,49525016981.0,94.645,3.0,4250114.0,100.0,0.04,1.84
99.7,8.385,63.53,54.05,12.41,1497.6,15.75,6.71,22.4,2334.9,11816.0,12074.0,1619953.5,13.9,2.78,97.94,-737695886.6,5.8,6.6,5.15,24.83,35.81,51.52,9061165088.0,2.89,22.65,4.43,3.59,105.51,6.95,13336.2,3.63,9249133946.0,5.51,5410.0,36659194721.0,6.17,321030000.0,18.37,16.3,87115119.0,89.0,93.0,64.46,115.0,23.75,3.4450000000000003,2.455,52.65,78.24,42.05,2883559.0,191800.0,76.1,67.9,71.9,112.81,20.06,2.12,2752000000.0,5580000000.0,90.08,1.56,130.38,17.5,5.24,66.8,0.665,4.69,-4.13,-16510.0,452489990.2,0.4,34.46,61.15,4.39,2.9,21.72,50.89,6773400.0,0.2,4.8,0.24,96.32,20.45,27.6,48.93,22.19,8.55,13.9,4257353.0,62.85,95.4,94.77,52.53,521.6,22.02,199950.0,48670000.0,14.025,2982533268.0,94.645,4.1,2516047.0,37.15,29.28,34.06
100.0,8.385,54.74,8.8,16.07,2758.0,3.86,5.3,21.97,4158.2,11816.0,12074.0,1619953.5,32.01,1.81,104.6,446504970.5,6.61,6.2,4.25,24.83,34.89,51.52,19239005262.0,2.5,50.89,2.02,17.4,107.39,71.75,165610.0,3.38,18827148531.0,2.53,7650.0,56795189947.0,1.86,383870000.0,22.195,7.29,109835608.0,75.0,73.0,42.61,143.0,34.13,3.76,2.455,55.4,62.03,47.02,3008076.0,230800.0,70.08,66.15,68.06,105.97,13.82,3.77,7695000000.0,6275000000.0,74.2,1.495,64.96,41.8,3.24,77.53,0.665,4.69,-4.13,-10303.0,575679992.7,0.56,31.02,64.63,4.36,1.43,21.72,49.6,7425057.0,0.4,4.7,0.31,90.18,21.95,51.5,190.4,20.955,8.55,13.9,4682315.0,63.06,100.34,95.23,55.27,82.56,22.02,236800.0,97960000.0,14.025,1950518268.0,94.645,2.0,2742742.0,36.94,85.34,72.7
100.0,8.385,59.34,31.66,4.14,23795.0,1.07,21.89,9.2,3900.2,11816.0,12074.0,1619953.5,0.62,0.68,100.47,-1578892164.0,8.129999999999999,5.9,3.1,24.83,64.59,51.52,13759708513.0,1.57,111.81,25.98,10.1,101.36,54.87,34146.6,5.9,39443126174.0,6.73,36090.0,68020637068.0,4.62,258655000.0,21.07,16.98,1946947495.0,94.0,97.0,67.74,16.0,20.35,3.28,2.455,54.29,67.28,49.32,956869.0,62230.0,78.0,68.2,72.98,102.53,40.95,25.2,20833000000.0,24446000000.0,114.8,2.07,115.36,3.5,3.265,60.85,0.665,4.69,-4.13,-6815.0,480160003.65,0.14,15.63,62.76,21.61,-0.84,21.72,50.355000000000004,1884490.0,0.7,2.5,0.57,98.07,29.0,44.0,16.94,28.0,8.55,13.9,595103.0,31.58,99.74,105.81,55.27,22572.69,22.02,64590.0,62150000.0,14.025,5491144973.0,94.645,7.51,1289387.0,68.42,7.54,8.94
100.0,8.385,59.34,66.4,1.4,13934.0,37.75,13.62,14.95,2178.2,11816.0,12074.0,1619953.5,1.78,0.5,97.15,-4556486559.0,8.27,8.0,3.55,24.83,26.03,51.52,13759708513.0,2.09,146.32,7.56,15.3,102.46,14.07,1439.3,0.24,23131941557.0,5.15,11090.0,62012378736.0,4.255,258655000.0,22.195,2.15,43838265.0,67.0,67.0,52.8,9.7,2.76,3.4450000000000003,2.455,27.6,65.24,31.92,1839833.0,10230.0,77.25,72.85,75.05,118.15,27.71,19.95,4590000000.0,13857000000.0,79.75,1.495,76.68,16.4,6.47,60.85,0.665,4.69,-4.13,-563.5,480160003.65,1.63,27.62,62.76,9.62,-1.25,21.72,51.48,5592631.0,0.1,5.2,0.35,97.09,4.69,6.8,4.8,20.955,8.55,13.9,609988.0,10.91,99.91,95.23,58.44,348.67,22.02,10450.0,62150000.0,14.025,35239219336.0,94.645,12.62,4982643.0,89.09,12.23,25.26
100.0,8.385,62.09,80.14,5.97,15844.0,0.84,14.13,26.11,972.4,11816.0,12074.0,1619953.5,0.93,0.81,119.14,-194099832.7,14.19,4.6,3.99,24.83,45.35,51.52,1833103211.0,3.02,8.29,0.35,0.42,102.16,1.14,345.2,0.03,2406780519.0,1.85,2870.0,6543657989.0,4.255,149820000.0,16.9,0.07,535475.0,87.0,90.0,42.61,42.0,32.13,6.05,2.455,57.17,71.2,45.53,962878.0,30360.0,55.93,50.37,53.06,92.6,30.3,22.42,935000000.0,1824000000.0,114.63,1.56,79.83,15.4,6.53,78.55,0.665,4.41,-4.54,-1490.0,179199996.9,0.13,34.1,61.69,4.21,1.21,21.72,50.66,2281454.0,0.4,5.2,0.42,97.09,23.33,33.6,5.23,20.955,8.55,13.9,1608881.0,70.52,90.07,95.23,55.27,66.62,22.02,30360.0,4850000.0,14.025,798207194.3,94.645,6.035,672573.0,29.48,30.24,35.51
100.0,8.385,79.71,19.97,6.56,15844.0,0.07,5.19,31.29,1051.9,11816.0,12074.0,1619953.5,9.28,6.0,111.76,-101746128.3,8.84,2.1,3.99,24.83,34.89,56.1,1848648347.0,4.09,5.57,0.25,0.11,100.2,78.77,75871.8,3.38,3513049520.0,4.99,1460.0,7592740653.0,2.11,459710000.0,22.195,5.99,961787.0,66.0,58.0,42.61,42.0,18.22,3.4450000000000003,2.455,72.04,80.74,47.96,2338007.0,96320.0,62.07,59.41,60.75,103.2,30.3,22.42,881000000.0,1338000000.0,63.16,1.0,31.83,15.4,3.265,116.75,0.665,4.69,-4.13,-11862.0,606330017.1,2.08,41.01,55.65,3.34,2.06,21.72,50.22,5193416.0,1.0,5.2,0.43,97.09,10.96,93.2,200.0,20.955,8.55,13.9,2463081.0,47.43,99.91,95.23,55.27,6.74,22.02,111370.0,35780000.0,14.025,700828780.1,94.645,3.79,2730335.0,52.57,89.49,66.17
100.0,8.385,50.78,8.72,1.42,9046.24,9.245000000000001,0.98,17.83,669.4,11816.0,12074.0,1619953.5,1.4,0.79,98.85,-319279309.5,6.02,8.7,5.26,24.83,68.79,51.52,13759708513.0,2.46,14.72,4.65,22.1,105.3,0.12,2170.0,3.38,47786789104.0,5.15,17930.0,121000000000.0,4.255,281860000.0,39.62,5.99,95210004.0,73.0,73.0,52.35,59.0,24.14,2.87,2.455,33.52,59.08,35.91,2222452.0,91605.6,74.4,69.63,71.91,118.22,6.34,16.06,33417000000.0,17432000000.0,106.41,1.495,111.96,10.7,0.73,51.01,0.665,4.69,-4.13,-696.0,343600006.1,0.19,28.86,66.32,4.82,1.21,17.37,49.38,6735277.0,0.2,8.4,0.39,97.09,15.96,3.1,0.7,20.955,8.55,13.9,1280107.0,19.01,99.91,95.23,55.27,164.66,22.02,100430.0,64360000.0,14.025,8424740406.0,94.645,6.035,5455170.0,80.99,8.81,15.2
100.0,8.385,50.16,32.31,0.17,15844.0,9.245000000000001,10.81,9.6,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,-319279309.5,6.9,6.1,3.99,24.83,34.89,51.52,13759708513.0,1.53,92.2,47.52,29.5,105.58000000000001,41.88,67.0,3.38,7710380086.0,5.15,16040.0,70041413822.0,4.255,258655000.0,22.195,5.99,95210004.0,90.0,89.0,42.61,42.0,40.2,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,160.0,86.4,82.5,84.4,105.97,30.3,22.42,8031000000.0,10024000000.0,57.73,1.495,126.09,15.4,3.265,60.85,0.665,4.69,-4.13,231.0,480160003.65,1.63,14.55,66.59,18.86,0.73,21.72,50.43,39039.0,0.4,5.2,0.44,97.09,28.0,53.6,32.15,20.955,8.55,13.9,33390.0,85.53,102.11,118.73,46.02,597.575,22.02,160.0,62150000.0,14.025,8424740406.0,94.645,6.035,5649.0,14.47,29.265,27.884999999999998
100.0,8.385,55.7,46.92,3.4,1469.0,1.65,36.4,8.3,3937.2,11816.0,12074.0,1619953.5,0.67,0.54,99.34,766787756.5,8.129999999999999,5.8,2.94,27.63,34.89,51.52,13759708513.0,1.36,139.68,28.71,10.4,96.14,35.18,22026.67,9.86,66798933786.0,6.28,44640.0,125000000000.0,4.25,258655000.0,21.51,11.51,95210004.0,90.0,88.0,75.57,26.0,24.88,4.68,2.455,56.96,67.45,49.64,1468048.0,62610.0,78.8,69.5,74.04,91.37,45.56,32.47,40706000000.0,44488000000.0,57.73,1.97,133.73,3.5,3.265,60.85,0.665,4.69,-4.13,-11853.0,480160003.65,0.58,15.18,64.23,20.59,0.21,21.72,50.355000000000004,2800839.0,0.2,2.5,0.51,100.34,27.66,33.2,15.46,23.28,8.55,13.9,889294.0,31.75,101.15,108.51,70.66,597.575,22.02,65290.0,62150000.0,14.025,5579844284.0,94.645,7.11,1911545.0,68.25,8.31,11.59
100.0,8.385,44.21,51.59,0.19,36357.0,4.78,24.27,10.5,5593.3,11816.0,12074.0,1619953.5,1.49,1.33,86.94,-319279309.5,7.0,5.9,1.98,24.83,34.89,51.52,13759708513.0,1.38,227.0,38.04,41.6,112.69,34.45,887.0,0.16,85584105994.0,7.17,16040.0,60487667382.0,3.72,258655000.0,20.29,6.08,806654895.0,99.0,99.0,42.61,6.1,10.72,2.53,2.455,58.15,65.67,46.78,333257.0,2574.46,84.8,80.5,82.6,120.06,46.66,22.42,16800000000.0,26170000000.0,50.21,0.47,137.08,2.7,3.265,60.85,0.665,4.69,-4.13,6949.0,480160003.65,0.61,15.91,69.34,14.75,1.52,21.72,49.67,640064.0,0.2,2.5,0.97,97.09,35.0,20.5,1.0,20.955,8.55,13.9,53305.0,8.33,98.48,106.48,55.27,597.575,22.02,2590.0,62150000.0,14.025,2920761393.0,94.645,5.25,586759.0,91.67,6.8,6.85
100.0,8.385,36.86,38.53,6.56,6773.0,9.245000000000001,10.295,10.11,3062.55,11816.0,12074.0,1619953.5,0.22,0.03,102.6,2682667730.0,4.11,7.8,0.85,24.83,34.89,51.52,13759708513.0,1.09,92.2,29.62,14.3,105.58000000000001,30.27,20515.57,3.38,30969334705.0,5.15,73470.0,50445191299.0,5.11,258655000.0,31.48,0.0,0.0,90.0,89.0,76.75,57.0,7.69,0.03,2.455,63.54,73.64,50.22,399806.0,33.0,87.95,82.82,85.4,105.97,0.22,6.06,1620000000.0,19219000000.0,67.29,1.495,185.66,15.4,3.265,60.85,0.665,4.69,-4.13,4004.0,480160003.65,1.63,14.61,73.06,12.32,1.52,21.72,50.355000000000004,686607.0,0.4,8.0,0.61,95.78,23.78,13.6,32.15,21.99,8.55,13.9,0.0,0.0,89.07,88.55,55.27,5138.31,22.02,33.0,62150000.0,14.025,26664872000.0,94.645,2.25,686607.0,100.0,2.06,4.7
100.0,8.385,74.51,70.29,23.19,2038.0,3.99,5.16,30.95,2675.1,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,105.75,-721952769.5,7.1,4.6,9.35,24.83,22.77,37.5,5344813135.0,3.85,3.34,0.1,0.12,103.9,21.34,124165.97,1.18,14554754117.0,5.74,1610.0,46640766948.0,3.2,594990000.0,11.24,0.41,3063735.0,90.0,89.0,31.68,233.0,21.73,5.81,2.455,52.455,69.39500000000001,48.86,14889869.0,581800.0,66.87,62.23,64.49,94.44,3.77,3.28,2726000000.0,4408000000.0,49.01,0.69,56.3,66.3,7.47,36.94,0.665,4.44,-4.12,-742.0,1068260010.0,1.03,39.4,57.3,3.3,2.42,21.72,49.89,28915653.0,0.4,5.2,0.31,97.09,17.88,83.6,32.15,20.955,8.55,13.9,17578693.0,60.79,99.91,95.23,55.27,14.25,22.02,587295.0,77650000.0,14.025,2334564598.0,94.645,3.42,11336960.0,39.21,88.98,81.2
100.0,8.385,84.69,64.17,22.81,405.02,8.41,10.295,32.86,2319.1,11816.0,12074.0,1619953.5,6.56,4.19,134.07,-1917650723.0,6.98,7.3,3.04,24.83,34.89,51.52,3198348254.0,3.92,96.74,0.07,0.06,105.58000000000001,23.33,21997.0,0.02,12580922008.0,2.75,1680.0,33369384182.0,4.255,258655000.0,22.195,6.07,4625003.0,93.0,90.0,42.61,132.0,18.45,3.4450000000000003,2.455,63.36,73.78,48.61,7724172.0,94280.0,66.47,59.49,62.9,105.97,27.44,11.34,1009000000.0,3073000000.0,32.45,0.76,60.03,41.4,3.265,59.23,0.68,4.69,-4.13,-1775.0,480160003.65,2.12,43.16,54.15,2.7,2.61,21.72,51.38,19889742.0,0.4,17.8,0.37,97.09,22.92,71.1,16.14,20.955,8.55,13.9,16370252.0,82.31,99.91,95.23,55.27,21.37,22.02,118480.0,90140000.0,14.025,8424740406.0,94.645,5.59,3519490.0,17.7,65.85,55.79
100.0,8.385,43.29,26.09,9.57,83981.77,1.16,2.51,15.24,3824.3,11816.0,12074.0,1619953.5,6.47,1.96,97.74,-319279309.5,6.03,19.0,4.49,24.83,70.62,51.52,13759708513.0,1.8,92.2,10.89,24.1,102.8,58.02,190638.9,12.45,374000000000.0,3.3,29630.0,70041413822.0,4.26,61180000.0,25.99,5.99,95210004.0,95.0,96.0,63.39,97.0,37.72,2.48,2.455,52.33,78.57,39.02,16996006.0,328550.0,77.36,72.66,74.88,100.39,62.0,44.59,8031000000.0,10024000000.0,57.73,0.99,140.59,7.9,0.0,0.43,0.665,4.69,-4.13,-563.5,14390000.34,1.63,22.96,69.79,7.25,1.12,24.46,48.87,33573874.0,0.3,2.7,0.37,101.08,14.86,7.5,32.15,15.09,8.55,13.9,7488317.0,22.3,101.17,80.27,40.91,8166.98,22.02,330411.0,43640000.0,14.025,8424740406.0,94.645,4.64,26085557.0,77.7,24.65,19.76
