Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
100.0,8.385,45.09,35.47,4.37,19350.0,3.05,4.76,11.87,4672.8,11816.0,12074.0,1619953.5,2.28,0.99,97.42,-2060747763.0,7.19,8.8,1.99,20.94,36.18,56.18,13759708513.0,1.53,92.2,20.92,9.95,101.32,59.76,30512.4,0.02,64960725734.0,7.94,22150.0,114000000000.0,6.25,132700000.0,14.41,16.97,1457228331.0,93.0,89.0,34.61,10.0,20.61,1.73,2.455,50.11,73.52,40.76,2529009.0,51060.0,79.81,74.42,77.02,113.15,55.38,14.16,15494000000.0,20728000000.0,55.76,1.495,152.01,7.9,0.13,15.39,0.665,4.69,-4.13,2084.0,79309997.56,7.21,20.55,68.92,10.53,0.6,27.56,49.97,5153957.0,0.5,3.0,0.53,99.08,45.61,34.2,113.0,16.83,10.7,12.3,957348.0,18.58,108.85,95.23,55.27,1689.58,22.02,51100.0,19140000.0,12.63,6921168831.0,94.645,15.14,4196609.0,81.43,22.07,26.67
100.0,8.385,79.21,73.9,16.18,11812.0,1.51,11.01,33.93,2237.2,11816.0,12074.0,1619953.5,18.32,9.2,129.93,-2874116509.0,9.0,2.1,3.3,24.83,22.3,42.97,13759708513.0,4.42,45.88,1.13,0.9,119.97,8.57,27238.27,11.21,72794636654.0,7.06,6320.0,174000000000.0,3.33,588390000.0,19.05,3.86,56851004.0,76.0,68.0,22.82,128.0,22.1,4.09,2.455,56.55,71.61,43.5,10263449.0,318000.0,59.94,57.4,58.6,117.98,23.44,14.99,15334000000.0,13966000000.0,40.25,0.91,162.17,71.5,2.23,57.37,0.665,5.07,-4.13,-21000.0,480160003.65,1.63,41.8,55.8,2.4,2.46,19.49,49.5,27478249.0,0.4,7.7,0.41,97.09,14.17,58.2,76.84,20.955,8.55,13.9,13140099.0,47.82,92.72,95.23,55.27,60.88,22.02,322460.0,108140000.0,14.025,8424740406.0,94.645,2.59,14338150.0,52.18,81.35,63.55
100.0,8.27,56.52,26.38,3.28,15982.0,1.76,15.31,9.4,7012.9,11816.0,12074.0,1619953.5,2.01,1.21,94.56,651685072.9,8.129999999999999,4.8,2.91,24.83,49.35,51.52,13759708513.0,1.62,208.08,26.72,32.3,97.37,34.7,19416.1,11.87,69602166351.0,13.04,37240.0,144000000000.0,4.06,258655000.0,23.56,9.61,1330725251.0,92.0,89.0,52.08,4.4,20.04,2.55,2.455,45.75,58.25,45.73,1724579.0,55960.0,79.6,73.4,76.42,102.42,47.37,32.65,21878000000.0,34527000000.0,81.04,2.01,108.43,4.6,3.265,60.85,0.665,5.12,-4.13,-10402.0,480160003.65,1.41,14.14,63.89,21.97,0.86,21.72,51.31,3878981.0,0.1,2.5,0.48,98.01,31.13,34.1,37.7,20.955,8.55,13.9,1633904.0,42.12,99.74,105.88,78.01,597.575,22.02,88070.0,62150000.0,14.025,28308830586.0,94.645,7.61,2245077.0,57.88,5.88,8.52
100.0,8.385,45.92,61.67,0.88,756.0,18.25,28.02,8.92,2406.1,11816.0,12074.0,1619953.5,1.6,1.08,104.94,-319279309.5,14.65,7.6,1.35,24.83,34.89,51.52,13759708513.0,1.44,25.57,2.67,13.8,105.58000000000001,31.23,32420.0,3.38,28144331507.0,1.25,16040.0,70041413822.0,4.255,104120000.0,22.195,5.99,95210004.0,99.0,99.0,45.13,6.6,23.35,3.4450000000000003,2.455,40.46,67.68,38.09,5106046.0,103800.0,76.36,71.25,73.68,78.64,63.43,16.22,1966000000.0,8431000000.0,57.73,1.495,63.1,7.6,3.265,13.54,0.665,4.69,-4.13,-7068.0,152399993.9,6.29,15.8,68.53,15.67,-0.39,19.04,50.35,11256372.0,0.6,2.5,0.44,96.63,53.41,20.9,38.12,20.955,8.55,13.9,2556097.0,22.71,100.47,99.64,51.08,107.41,22.02,109880.0,21580000.0,14.025,8424740406.0,94.645,1.37,8700275.0,77.29,18.4,23.18
100.0,8.385,47.02,38.53,0.26,15844.0,9.245000000000001,10.295,8.6,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,-508758155.4,11.1,11.7,3.99,24.83,34.89,51.52,13759708513.0,1.4,92.2,32.57,28.7,105.58000000000001,0.16,0.7,3.38,2739608133.0,4.2,25460.0,3878700958.0,4.255,258655000.0,22.195,5.99,95210004.0,90.0,89.0,42.61,3.6,11.44,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,444.0,75.7,69.56,72.54,105.97,30.3,22.42,344000000.0,1483000000.0,66.69,1.495,88.27,15.4,3.265,60.85,0.665,4.69,-4.13,502.0,480160003.65,1.63,17.4,68.02,14.58,-1.68,21.72,52.08,152369.0,0.4,5.2,0.71,97.09,23.78,2.8,32.15,20.955,8.55,13.9,16703.0,10.96,99.91,95.23,55.27,4948.51,22.02,444.0,62150000.0,14.025,8424740406.0,94.645,6.035,135666.0,89.04,29.265,27.884999999999998
100.0,8.385,43.81,13.33,1.63,1423.0,30.13,10.3,10.31,2063.5,11816.0,12074.0,1619953.5,0.58,1.09,84.41,-1811809641.0,7.26,8.6,2.45,24.83,34.89,51.52,13759708513.0,1.32,155.4,37.67,33.7,111.12,18.67,1725.1,3.38,29482912835.0,9.91,44210.0,39808597879.0,5.24,258655000.0,13.36,15.97,88015705.0,96.0,86.0,85.45,4.4,11.91,2.45,2.455,57.69,70.01,45.34,667244.0,9240.0,83.2,79.21,81.2,125.98,35.48,29.79,3905000000.0,10397000000.0,48.51,1.91,148.74,3.4,3.265,60.85,0.665,4.69,-4.13,1995.0,480160003.65,2.79,15.98,69.54,14.48,0.54,21.72,49.91,1244188.0,0.1,2.5,0.68,99.98,14.29,15.6,0.78,20.955,8.55,13.9,412374.0,33.14,99.1,102.5,55.27,597.575,22.02,9250.0,62150000.0,14.025,1611044560.0,94.645,7.51,831814.0,66.86,8.08,11.41
100.0,9.68,57.37,45.73,1.85,11231.0,10.26,32.07,10.6,6113.0,11816.0,12074.0,1619953.5,0.66,0.21,92.26,-319279309.5,13.3,7.1,4.16,24.83,72.73,51.52,13759708513.0,1.83,148.62,37.5,12.4,97.45,34.71,26789.0,2.22,282000000000.0,3.55,46440.0,488000000000.0,4.8,258655000.0,28.61,5.99,95210004.0,94.0,97.0,69.77,3.9,30.27,3.84,2.455,51.97,68.06,44.41,5279722.0,77186.83,80.5,74.1,77.22,104.08,70.12,51.26,8031000000.0,10024000000.0,57.73,1.4,126.41,2.8,3.265,60.85,0.665,4.69,-4.13,3621.0,480160003.65,0.63,16.0,63.54,20.45,-1.81,21.72,50.75,10505772.0,0.1,2.5,0.55,101.12,25.0,17.2,13.15,25.11,8.55,13.9,2709018.0,25.79,101.68,102.09,69.84,597.575,22.02,78871.04,62150000.0,14.025,8424740406.0,94.645,2.8,7796754.0,74.21,10.18,15.67
100.0,8.385,57.32,65.45,1.09,15844.0,16.27,10.295,10.8,6355.0,11816.0,12074.0,1619953.5,0.43,0.3,96.3,-319279309.5,9.8,5.3,1.96,24.83,58.7,51.52,13759708513.0,1.72,132.62,44.96,12.4,102.97,15.73,6293.8,4.2,406000000000.0,6.84,72640.0,425000000000.0,7.0,258655000.0,33.11,13.77,95210004.0,97.0,95.0,52.01,3.8,19.59,1.85,2.455,58.07,67.11,46.95,3070703.0,40000.0,83.3,79.6,81.4,106.32,58.02,22.42,8031000000.0,120000000000.0,60.7,1.32,125.78,3.6,3.265,60.85,0.64,4.69,-4.13,-563.5,480160003.65,0.68,16.17,63.57,20.27,0.43,23.2,50.26,5856733.0,0.1,2.5,0.99,99.68,39.66,39.5,6.0,20.955,8.55,13.9,688752.0,11.76,100.31,95.23,55.27,597.575,22.02,42920.0,62150000.0,14.025,8424740406.0,94.645,5.04,5167981.0,88.24,3.83,6.92
100.0,8.385,54.48,73.51,1.84,15844.0,6.33,0.13,22.21,1973.9,11816.0,12074.0,1619953.5,6.55,3.04,104.94,-225105811.9,9.15,7.4,2.08,24.83,34.89,51.52,3206547225.0,2.8,17.2,1.39,2.44,135.35,0.25,58.73,3.38,3385825229.0,4.52,5930.0,6552815392.0,4.255,116090000.0,9.04,5.99,52191021.0,90.0,50.0,42.61,203.0,16.29,1.18,2.455,52.455,69.39500000000001,44.875,240479.0,23180.0,65.02,59.73,62.31,130.09,30.3,22.42,4147000000.0,4870000000.0,57.73,1.495,44.26,53.7,5.29,60.85,0.665,4.69,-4.13,742.0,175940002.4,0.04,30.77,64.73,4.5,1.4,21.72,50.35,1105557.0,0.4,16.8,0.51,97.09,26.15,26.6,0.3,20.955,8.55,13.9,240823.0,21.78,99.91,95.23,55.27,47.04,22.02,23200.0,10000000.0,14.025,588417559.8,94.645,6.035,864734.0,78.22,63.27,46.08
100.0,8.385,41.2,33.33,16.96,15844.0,10.0,8.0,13.33,1655.5,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,100.63,-182647499.9,8.99,11.7,3.03,24.83,34.89,51.52,13759708513.0,1.6,73.09,20.96,11.1,100.87,63.83,478.7,0.0,555266666.7,6.89,14490.0,1048917815.0,5.47,37100000.0,22.195,3.31,291177.0,92.0,88.0,42.61,16.0,12.17,1.48,2.455,52.455,69.39500000000001,44.875,4154629.0,750.0,76.3,69.73,72.81,102.28,30.3,22.42,20000000.0,230000000.0,45.02,1.495,85.86,31.7,3.265,60.85,0.665,4.69,-4.13,57.0,79069999.69,1.63,19.86,70.82,9.32,0.58,21.72,50.23,72412.0,0.4,6.7,0.53,97.09,34.38,8.8,0.2,20.955,8.55,13.9,20713.0,28.61,92.49,87.17,55.27,597.575,22.02,750.0,1140000.0,14.91,190843317.1,94.645,6.035,51699.0,71.4,29.265,27.884999999999998
98.1,8.385,52.74,51.1,5.67,3106.0,30.37,18.45,18.43,5232.0,11816.0,12074.0,1619953.5,2.92,0.93,119.04,-2685300000.0,6.68,10.5,2.11,24.83,21.75,49.02,13759708513.0,2.27,162.19,10.32,10.4,114.96,45.28,21521.9,0.77,94243425938.0,12.27,20830.0,232000000000.0,3.75,126520000.0,27.86,8.48,565390971.0,84.0,88.0,30.98,43.0,32.66,8.24,2.455,50.93,75.45,40.38,5101650.0,47531.0,76.29,69.3,72.62,106.86,30.3,22.42,12487000000.0,24282000000.0,39.01,0.65,87.56,33.2,0.5,40.33,0.69,4.69,-4.13,-14966.0,448420013.4,7.47,27.36,65.47,7.17,1.07,21.72,49.79,11117873.0,1.0,6.3,0.39,97.09,27.89,14.8,23.5,15.96,8.55,13.9,1866357.0,16.79,96.87,75.7,56.47,142.2,22.02,146839.31,15380000.0,16.72,13124643489.0,94.645,7.7,9251516.0,83.21,29.82,47.32
100.0,8.385,50.92,22.02,8.0,15996.0,2.24,4.12,16.82,4015.0,11816.0,12074.0,1619953.5,23.66,9.56,104.34,3097733032.0,6.72,4.4,3.26,26.66,27.0,55.57,13759708513.0,2.03,92.2,14.03,10.4,101.69,50.06,124335.6,3.38,107000000000.0,9.82,13240.0,236000000000.0,3.65,192050000.0,23.87,4.84,77485367.0,72.0,65.0,26.15,46.0,27.44,0.13,2.455,53.72,78.07,41.2,8652009.0,248360.0,77.46,70.26,73.67,94.55,7.0,13.49,26699000000.0,25690000000.0,48.76,2.24,94.34,12.6,0.28,16.9,0.665,4.69,-3.97,-563.5,300779998.8,5.73,26.1,66.26,7.64,1.18,27.78,50.07,17797737.0,0.4,13.9,0.45,93.94,39.42,18.9,32.15,23.32,8.55,13.9,6342935.0,35.64,98.21,95.23,55.27,429.04,22.02,256370.0,65550000.0,14.025,7912190380.0,94.645,4.55,11454802.0,64.36,61.83,45.19
100.0,8.385,60.84,4.05,11.44,57871.0,9.245000000000001,3.09,22.56,7338.5,11816.0,12074.0,1619953.5,18.95,2.5,104.17,-319279309.5,6.33,7.4,3.06,24.83,10.56,51.52,13759708513.0,2.92,92.2,9.77,9.94,109.2,0.05,449.8,3.38,425000000000.0,3.29,15360.0,70041413822.0,4.255,258655000.0,10.85,3.17,645859214.0,96.0,96.0,19.3,10.0,31.19,5.21,2.455,52.455,70.12,44.875,4154629.0,995450.0,72.61,67.94,70.22,122.85,31.4,22.73,41310000000.0,74453000000.0,27.26,1.12,94.68,18.7,1.93,72.68,0.665,4.69,-4.13,-563.5,480160003.65,0.96,33.05,62.17,4.77,1.66,24.44,49.42,6719538.0,0.1,7.2,0.25,97.47,27.7,6.1,1.0,20.955,8.55,13.9,1735323.5,57.14,99.75,85.59,55.27,38.68,22.02,1001450.0,62150000.0,14.025,39824388217.0,94.645,7.44,4022829.0,42.86,28.32,22.75
97.9,5.59,51.31,57.71,4.81,13969.0,13.55,34.8,16.03,2950.3,11816.0,12074.0,1619953.5,6.5,3.67,107.86,-1250461218.0,8.66,6.3,3.26,24.88,28.78,51.52,20326023715.0,1.8,92.2,9.81,13.7,102.41,27.96,5793.8,3.89,29043140000.0,11.9,10090.0,63692919937.0,3.58,180740000.0,19.32,7.18,348626313.0,78.0,85.0,53.06,38.0,24.1,3.47,2.455,45.08,75.31,40.99,2768977.0,20720.0,75.15,66.08,70.75,94.69,17.04,19.13,6395000000.0,14617000000.0,72.35,1.22,175.34,12.3,0.78,33.77,0.665,4.69,-4.13,-27343.0,213240005.5,7.72,25.76,66.09,8.15,0.34,17.54,52.38,6314167.0,0.5,7.7,0.43,97.09,27.38,21.9,15.63,24.8,13.7,13.5,1634233.0,25.88,89.4,95.23,30.13,152.83,22.02,21040.0,32150000.0,14.025,3426052270.0,94.645,4.33,4679934.0,74.12,43.59,25.89
100.0,8.385,72.16,3.74,2.88,1238.0,0.08,1.89,30.5,3062.55,11816.0,12074.0,1619953.5,8.76,3.27,103.56,-319279309.5,9.04,5.5,5.18,24.83,45.13,51.52,13759708513.0,4.27,18.39,0.1,0.64,102.85,86.99,24400.6,3.38,12215878033.0,0.86,13550.0,22154736585.0,4.255,14650000.0,22.195,5.99,95210004.0,90.0,53.0,31.84,275.0,50.39,-0.1,2.455,49.66,56.77,42.35,535701.0,28050.0,62.73,58.78,60.59,99.23,30.3,22.42,5700000000.0,1746000000.0,60.95,1.46,49.97,15.4,0.14,7.81,0.665,4.69,-4.13,6486.0,12770000.46,1.68,38.77,58.09,3.15,2.38,21.72,50.355000000000004,1634466.0,0.4,5.2,0.41,97.09,23.0,5.2,26.0,15.32,8.55,13.9,432136.0,26.44,99.91,95.23,55.27,21.41,22.02,28050.0,1730000.0,14.025,44271185.59,94.645,9.19,1202330.0,73.56,86.54,72.05
100.0,8.385,77.9,62.72,6.56,15844.0,20.79,5.7,28.62,639.9,11816.0,12074.0,1619953.5,23.38,12.67,100.35,-319279309.5,6.73,6.5,6.37,24.83,34.89,51.52,761804727.5,3.87,3.0,0.15,1.97,105.5,8.69,10521.0,3.38,28144331507.0,5.15,16040.0,70041413822.0,4.255,44390000.0,22.195,5.99,95210004.0,95.0,93.0,42.61,74.0,24.14,3.4450000000000003,2.455,70.44,84.47,46.89,1684158.0,121040.83,68.66,64.35,66.54,108.55,14.67,9.72,489000000.0,602000000.0,38.89,1.495,49.75,38.0,3.265,12.14,0.665,4.69,-4.13,-14988.0,43950000.76,0.02,39.78,56.21,4.01,1.8,21.72,50.67,3620312.0,0.5,5.2,0.33,97.09,23.78,80.7,2.8,20.955,8.55,13.9,2100324.0,58.02,99.91,95.23,55.27,0.83,22.02,121630.33,3750000.0,14.025,8424740406.0,94.645,6.34,1519988.0,41.99,80.29,61.97
100.0,8.385,58.33,23.09,1.97,15844.0,7.87,16.37,10.0,3502.4,11816.0,12074.0,1619953.5,0.3,0.1,101.94,-1002334986.0,14.0,6.5,3.73,24.83,34.89,51.52,13759708513.0,1.61,103.49,37.36,22.3,98.2,57.04,24384.0,6.84,36864792512.0,7.25,43940.0,58479129646.0,5.26,258655000.0,28.53,5.99,95210004.0,90.0,89.0,81.27,9.3,23.4,4.65,2.455,57.82,69.42,48.78,702984.0,42750.0,81.4,72.7,76.94,95.03,46.83,29.46,21560000000.0,23613000000.0,57.73,2.01,149.08,2.0,3.265,60.85,0.665,4.69,-4.13,2995.0,480160003.65,0.12,16.47,63.16,20.37,0.11,21.72,52.57,1330932.0,0.7,2.5,0.62,98.23,25.74,38.0,12.71,20.955,8.55,13.9,407066.0,30.59,98.81,113.01,73.15,597.575,22.02,45340.0,62150000.0,14.025,2371477145.0,94.645,6.18,923866.0,69.42,4.5,8.01
82.9,8.385,64.0,69.48,8.1,811.0,40.45,10.29,24.13,1432.4,11816.0,12074.0,1619953.5,2.28,2.12,105.66,125317735.1,11.36,4.6,3.91,24.39,44.05,51.52,1178834584.0,2.84,57.77,2.55,3.32,104.57,29.0,4987.7,1.18,4850842541.0,10.68,9440.0,11255085911.0,5.29,112770000.0,19.73,0.33,4198951.0,77.0,80.0,44.9,42.0,32.55,3.4450000000000003,2.455,47.21,53.88,47.37,391180.0,17200.0,61.25,53.37,57.07,100.3,17.63,2.23,2068000000.0,2123000000.0,86.4,1.78,120.05,51.6,2.79,104.87,0.665,4.69,-4.59,-4897.0,125029998.8,1.05,35.03,60.98,3.99,0.98,21.72,50.36,1192271.0,0.4,11.6,0.4,97.09,9.59,65.4,2.64,24.86,8.55,13.9,901726.0,75.63,99.91,95.23,55.27,88.91,22.02,17360.0,5190000.0,14.025,572281510.9,94.645,6.035,290545.0,24.37,40.73,27.69
100.0,8.385,75.75,34.2,6.56,15844.0,8.65,14.46,32.38,2891.7,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,114.29,-4507268340.0,6.78,5.0,6.79,24.83,7.63,51.52,13759708513.0,4.16,42.07,0.4,0.73,113.71,15.06,169955.0,0.0,111000000000.0,5.64,2610.0,315000000000.0,4.07,258655000.0,25.08,8.55,24782074.0,65.0,54.0,16.71,119.0,21.85,3.4450000000000003,2.455,74.61,86.03,46.68,4154629.0,91605.6,68.29,61.91,64.98,112.51,15.88,16.07,3949000000.0,15973000000.0,17.91,0.49,53.62,48.0,3.68,33.84,0.665,5.2,-4.13,-1391.0,480160003.65,2.02,39.96,56.9,3.14,2.6,21.72,49.75,6719538.0,0.8,21.9,0.35,97.09,42.59,90.6,122.0,20.955,6.0,13.9,1735323.5,77.83,102.68,95.23,55.27,7.31,22.02,1136239.54,62150000.0,14.025,8424740406.0,94.645,3.94,26671558.0,22.17,87.55,83.45
100.0,8.385,62.79,70.12,14.23,15844.0,9.245000000000001,0.05,13.0,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,99.07,-319279309.5,8.1,3.8,3.99,24.83,52.61,51.52,13759708513.0,2.32,92.2,34.6,28.8,102.82,0.06,0.8,3.38,3655063938.0,5.76,69830.0,3693425604.0,4.255,258655000.0,22.195,5.99,95210004.0,90.0,89.0,52.13,42.0,19.53,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,1370.0,85.3,81.0,83.1,103.07,30.3,22.42,8031000000.0,10024000000.0,57.73,1.495,111.96,15.4,3.265,60.85,0.665,4.69,-4.13,0.0,480160003.65,1.63,20.67,61.43,17.9,0.9,21.72,48.23,52889.0,0.4,5.2,1.01,97.09,23.78,5.1,32.15,20.955,8.55,13.9,30367.0,57.42,99.91,95.23,55.27,6352.93,22.02,12960.0,62150000.0,14.025,8424740406.0,94.645,6.035,22522.0,42.58,29.265,27.884999999999998
92.1,8.385,52.98,17.06,15.28,5791.0,0.3,4.2,19.35,3887.2,11816.0,12074.0,1619953.5,17.1,1.81,110.62,-686576959.1,8.86,17.7,2.27,24.83,27.25,50.04,2028852201.0,2.48,76.17,2.52,5.29,115.07,62.76,11467.0,0.02,4305031650.0,5.15,9980.0,9225707520.0,4.85,284480000.0,22.195,1.91,1950223.0,99.0,99.0,54.47,66.0,16.67,0.16,2.455,37.07,73.78,33.59,363896.0,18270.0,68.88,65.43,67.11,123.59,9.96,7.87,815000000.0,2116000000.0,68.08,1.6,107.23,27.7,3.265,60.85,0.665,4.69,-4.13,-6003.0,609369995.1,3.38,28.91,65.37,5.72,0.45,21.72,49.85,924610.0,0.3,6.6,0.44,97.09,21.57,29.7,28.55,19.01,8.55,13.9,390740.0,42.26,110.81,92.15,76.65,253.08,22.02,18270.0,53530000.0,14.025,1517816546.0,94.645,4.68,533870.0,57.74,28.06,32.16
100.0,11.22,62.13,7.46,2.44,42598.0,2.8,7.38,9.0,2777.3,11816.0,12074.0,1619953.5,0.68,0.82,78.32,1222430602.0,10.4,6.1,5.15,27.2,39.48,51.52,13759708513.0,1.46,98.08,33.64,3.74,92.45,73.73,224090.0,7.0,296000000000.0,2.84,58690.0,325000000000.0,6.54,258655000.0,24.52,10.29,95210004.0,89.0,93.0,39.44,3.5,23.99,2.19,2.455,55.92,63.72,47.65,2799859.0,303947.7,84.6,79.3,81.89,99.87,50.35,46.12,81996000000.0,86013000000.0,56.67,1.26,129.15,2.3,3.265,60.85,0.665,4.69,-4.13,14928.0,480160003.65,0.01,15.43,61.68,22.89,0.21,23.76,50.6,5541017.0,0.4,2.5,0.93,99.28,46.0,50.2,107.0,22.6,8.55,13.9,798128.0,14.4,99.35,95.23,55.27,597.575,22.02,338470.0,62150000.0,14.025,16744106303.0,94.645,7.61,4742889.0,85.6,8.17,13.04
100.0,9.21,63.12,52.15,1.62,15844.0,12.34,32.79,11.0,7171.3,11816.0,12074.0,1619953.5,0.43,0.27,96.52,-319279309.5,9.8,5.3,3.23,23.84,30.03,51.52,13759708513.0,1.84,153.32,47.64,12.4,96.72,31.66,173364.0,3.2,28144331507.0,6.44,55020.0,70041413822.0,5.43,258655000.0,23.57,5.99,95210004.0,96.0,94.0,31.92,7.6,16.4,1.64,2.455,52.2,59.84,48.83,4154629.0,547557.0,85.5,79.3,82.32,96.97,62.59,51.7,8031000000.0,10024000000.0,43.93,1.92,116.69,4.1,3.265,60.85,0.665,4.69,-4.13,-563.5,480160003.65,1.85,17.37,61.3,21.32,0.29,22.86,51.66,6719538.0,0.3,2.5,0.81,97.09,39.51,16.2,200.0,16.88,8.55,13.9,12711228.0,18.76,102.58,104.52,69.94,597.575,22.02,549086.87,62150000.0,14.025,8424740406.0,94.645,7.87,4022829.0,81.24,6.63,8.68
100.0,8.385,45.64,13.97,6.56,15844.0,9.245000000000001,0.72,12.76,3062.55,11816.0,12074.0,1619953.5,0.31,0.33,102.15,-319279309.5,5.38,7.4,2.6,24.83,13.1,51.52,13759708513.0,1.7,92.2,26.72,47.9,103.74,43.06,1494.6,0.06,6150640646.0,2.09,16040.0,70041413822.0,4.255,258655000.0,22.195,5.99,23343057.0,90.0,89.0,38.53,13.0,24.14,3.4450000000000003,2.455,49.61,62.13,44.05,133089.0,3471.0,82.63,76.98,79.49,107.91,30.3,22.42,119000000.0,1981000000.0,34.14,1.495,106.21,15.4,3.265,60.85,0.665,4.69,-4.13,-378.0,480160003.65,7.49,21.71,68.66,9.63,0.7,21.72,49.42,304032.0,0.4,5.1,0.44,97.09,23.78,7.4,32.15,20.955,8.55,13.9,115331.0,37.93,99.91,95.23,55.27,1476.82,22.02,3471.0,62150000.0,14.025,8424740406.0,94.645,12.49,188701.0,62.07,13.35,19.36
91.8,8.385,67.56,8.36,6.02,15844.0,0.08,1.26,27.14,1587.6,11816.0,12074.0,1619953.5,1.3,0.59,105.3,-319279309.5,7.26,5.5,6.47,24.83,55.54,45.78,7806030500.0,3.49,28.25,2.65,1.33,104.82,91.27,235187.2,3.38,20217946921.0,1.47,16490.0,38608290592.0,2.7,46310000.0,22.195,1.48,40017534.0,75.0,64.0,18.95,42.0,50.92,1.09,2.455,37.8,54.34,39.77,688927.0,257670.0,68.49,63.49,65.82,102.67,10.09,5.39,8031000000.0,3646000000.0,57.76,1.54,134.32,39.9,0.58,42.09,0.665,4.69,-4.13,1516.0,98550003.05,0.66,36.42,59.68,3.9,2.1,21.72,49.07,2341179.0,0.4,23.0,0.44,97.09,16.2,91.3,164.0,20.955,12.8,13.9,224215.0,9.58,99.95,71.44,55.27,40.58,22.02,267670.0,28060000.0,15.31,8424740406.0,94.645,6.035,2116964.0,90.42,37.59,28.08
